Gene	AS_event_ID	chromosome	strand	common_3_SS_coor	A5SS_coordinates	pvalue	qvalue	deltaPSI_control-KD
Acsl	chr2R_+_8676607_8678186_8678428	chr2R	+	8678428	8676607;8678186	0.000159136774221828	0.000429528780229258	-0.0352333333333333;0.0352333333333333
sns	chr2R_+_8826274_8826492_8826598_8827628_8828926	chr2R	+	8828926	8826274;8826492;8826598;8827628	0.00393704929585385	0.00856042099886066	0.242266666666667;-0.2567;-0.415666666666667;0.4301
sns	chr2R_+_8829064_8829436_8829788	chr2R	+	8829788	8829064;8829436	4.34250580337206e-29	7.91711801011368e-28	-0.677633333333333;0.677633333333333
sns	chr2R_+_8829943_8831037_8831325	chr2R	+	8831325	8829943;8831037	0.00231657789210317	0.00523527208839504	-0.111266666666667;0.111266666666667
CG30349	chr2R_+_8898173_8909411_8910485	chr2R	+	8910485	8898173;8909411	1.0324501171532e-09	5.27730335347479e-09	-0.102966666666667;0.102966666666667
CG44286	chr2R_+_9140298_9141361_9141436	chr2R	+	9141436	9140298;9141361	0.00523174349812454	0.0111303891951297	-0.0280666666666667;0.0280666666666667
NONE	chr2R_+_96961_96985_97046	chr2R	+	97046	96961;96985	1.53594133828785e-10	8.54379686693934e-10	-0.333066666666667;0.333066666666667
TER94	chr2R_+_9989303_9990389_9990469	chr2R	+	9990469	9989303;9990389	5.90885322779331e-122	6.67201403457792e-120	-0.385966666666667;0.385966666666667
CG34238	chr3L_+_10627032_10627042_10627096	chr3L	+	10627096	10627032;10627042	1.46893757165221e-21	1.85611371626147e-20	-0.198666666666667;0.198666666666667
CG7888	chr3L_+_11054359_11055853_11057552	chr3L	+	11057552	11054359;11055853	2.11401004313185e-05	6.44611306557431e-05	-0.692733333333333;0.692733333333333
CG33947	chr3L_+_11096861_11097061_11098090	chr3L	+	11098090	11096861;11097061	6.76515438141229e-06	2.20738504406871e-05	-0.00476666666666667;0.00476666666666659
NaPi-III	chr3L_+_11100387_11130549_11132646	chr3L	+	11132646	11100387;11130549	4.18616826970047e-05	0.000122562618151692	-0.0329333333333333;0.0329333333333334
Adck5	chr3L_+_11171295_11171299_11171360	chr3L	+	11171360	11171295;11171299	0.000291818449613928	0.000758267911576284	0.00773333333333304;-0.00773333333333333
scyl	chr3L_+_11230057_11252960_11253701	chr3L	+	11253701	11230057;11252960	0.00892930204375197	0.0182228990269512	-0.00723333333333333;0.00723333333333354
CG7573	chr3L_+_11312247_11312251_11312330	chr3L	+	11312330	11312247;11312251	0.0127446196541089	0.0252800214380155	0.313366666666667;-0.313366666666667
CG7557	chr3L_+_11445660_11445676_11445738	chr3L	+	11445738	11445660;11445676	1.59968266290138e-53	6.34304325070186e-52	-0.0639666666666667;0.0639666666666664
CG7394	chr3L_+_11562085_11562324_11562645	chr3L	+	11562645	11562085;11562324	0.000691094738853729	0.0016973232686026	-0.374733333333333;0.374733333333333
CG7394	chr3L_+_11562737_11562777_11562859	chr3L	+	11562859	11562737;11562777	3.74735880864687e-05	0.000110408826863327	0.0131666666666667;-0.0131666666666667
CG7394	chr3L_+_11563100_11563234_11563301	chr3L	+	11563301	11563100;11563234	1.65357467365693e-20	1.96500545819466e-19	-0.0522666666666667;0.0522666666666667
Bmcp	chr3L_+_11721110_11721464_11722003	chr3L	+	11722003	11721110;11721464	9.68443898780396e-07	3.51862703004669e-06	-0.0498;0.0498000000000001
RhoGAP68F	chr3L_+_12128444_12138951_12139101_12139961	chr3L	+	12139961	12128444;12138951;12139101	1.65056222658544e-07	6.59579437401803e-07	-0.0612666666666667;0.0841000000000001;-0.0228333333333333
Ance-3	chr2L_+_13918245_13954857_13955263	chr2L	+	13955263	13918245;13954857	0.0303521061508308	0.0557232979283225	-0.2698;0.2698
NONE	chr3L_+_12177123_12177180_12177434_12177531	chr3L	+	12177531	12177123;12177180;12177434	0.00466927574953891	0.0100182256157416	0.164133333333333;0.545466666666667;-0.7096
CAH2	chr3L_+_12177669_12180155_12181674	chr3L	+	12181674	12177669;12180155	3.0862423390754e-24	4.49989985729192e-23	0.361;-0.361
CG10616	chr3L_+_12472196_12472483_12472545	chr3L	+	12472545	12472196;12472483	4.50573472229693e-05	0.00013130620718461	-0.00503333333333322;0.00503333333333333
tral	chr3L_+_12518224_12518254_12518436	chr3L	+	12518436	12518224;12518254	1.45705808948846e-35	3.42005838416042e-34	-0.278133333333333;0.278133333333333
NONE	chr2L_+_14007090_14007336_14007982	chr2L	+	14007982	14007090;14007336	0.0376066057878161	0.0676246741465846	-0.1954;0.1954
CG10984	chr3L_+_12748710_12748776_12748788_12750344_12750602	chr3L	+	12750602	12748710;12748776;12748788;12750344	0.0239888919767076	0.0450339444908106	0.1282;0.101466666666667;-0.0798999999999999;-0.1498
Vps13D	chr3L_+_12761152_12761663_12761733	chr3L	+	12761733	12761152;12761663	3.67377822182549e-19	4.03954659539807e-18	-0.235533333333333;0.235533333333333
CG42709	chr3L_+_12795085_12795088_12795161	chr3L	+	12795161	12795085;12795088	0.00549054124693359	0.0116368467571044	0.0261333333333333;-0.0261333333333335
bgm	chr2L_+_14017026_14017037_14017749_14018033	chr2L	+	14018033	14017026;14017037;14017749	0.000732154148924183	0.00179139917500452	-0.0983666666666667;-0.0489999999999999;0.147366666666667
CG11267	chr3L_+_12852716_13016164_13016355	chr3L	+	13016355	12852716;13016164	0.0341263179663594	0.0619477624881618	-0.004;0.00399999999999989
Rabex-5	chr3L_+_1296179_1296191_1296263	chr3L	+	1296263	1296179;1296191	3.84003072618519e-07	1.46709970573882e-06	0.0403000000000001;-0.0403
ND-ACP	chr3L_+_1330964_1331170_1331278	chr3L	+	1331278	1330964;1331170	1.82170960244872e-07	7.23887072090445e-07	-0.1397;0.1397
Liprin-beta	chr3L_+_13513397_13513417_13513480	chr3L	+	13513480	13513397;13513417	3.57798344968024e-13	2.54781058307229e-12	-0.7182;0.7182
DCTN1-p150	chr3L_+_13929487_13929541_13929649	chr3L	+	13929649	13929487;13929541	0.0176456199362972	0.0340392509818431	-0.0494666666666667;0.0494666666666668
Mpcp2	chr3L_+_14537702_14537834_14537848_14538002	chr3L	+	14538002	14537702;14537834;14537848	8.00491696683742e-149	1.20930880775462e-146	-0.351133333333333;0.2681;0.0830666666666667
shd	chr3L_+_14619727_14619860_14619916	chr3L	+	14619916	14619727;14619860	5.72996186217871e-13	4.00269171802117e-12	-0.954833333333333;0.954833333333333
shd	chr3L_+_14620512_14620516_14620576	chr3L	+	14620576	14620512;14620516	2.22462958832499e-05	6.7605074117749e-05	0.2266;-0.2266
robl62A	chr3L_+_1477993_1479537_1479609	chr3L	+	1479609	1477993;1479537	9.34162970987926e-11	5.31370884980385e-10	0.892933333333333;-0.892933333333333
CG17839	chr3L_+_14877680_14878580_14878881	chr3L	+	14878881	14877680;14878580	6.75377101433254e-08	2.82653140765993e-07	-0.0321;0.0320999999999999
Rab14	chr2L_+_14355473_14357103_14357271_14357339	chr2L	+	14357339	14355473;14357103;14357271	6.32406902635269e-145	9.26045661398282e-143	-0.272966666666667;-0.0704666666666667;0.343433333333333
Cep135	chr3L_+_15127284_15127409_15127464	chr3L	+	15127464	15127284;15127409	0.00357956509580606	0.00783553254993953	0.0226;-0.0226
Pex3	chr3L_+_15144527_15144535_15144549_15144667	chr3L	+	15144667	15144527;15144535;15144549	9.45067803845479e-11	5.37253358854604e-10	0.0031;-0.202933333333334;0.199833333333333
Pcyt1	chr3L_+_1551288_1551365_1551413_1551476	chr3L	+	1551476	1551288;1551365;1551413	1.65658700863654e-28	2.93823411608701e-27	-0.305933333333333;0.2826;0.0233666666666667
CG16979	chr3L_+_15576615_15576702_15576760	chr3L	+	15576760	15576615;15576702	3.25471583625374e-05	9.67106291976249e-05	-0.00933333333333333;0.0093333333333333
CG12004	chr3L_+_1569541_1570802_1571984	chr3L	+	1571984	1569541;1570802	9.75356386376192e-05	0.000271201714048504	-0.0214333333333333;0.0214333333333333
CG32163	chr3L_+_16587784_16588001_16588180	chr3L	+	16588180	16587784;16588001	1.65425525080603e-05	5.11983500705924e-05	-0.3992;0.3992
Apl	chr3L_+_16597034_16597037_16597092	chr3L	+	16597092	16597034;16597037	0.0224163934642021	0.0423385910089326	-0.0418666666666665;0.0418666666666667
Arts	chr3L_+_16604721_16604724_16604779	chr3L	+	16604779	16604721;16604724	0.00954047062579606	0.0193621762389016	0.0685000000000001;-0.0684666666666667
Nrt	chr3L_+_16738118_16766540_16773712	chr3L	+	16773712	16738118;16766540	2.67199337525447e-05	8.03468188909359e-05	-0.0922333333333333;0.0922333333333332
CG9705	chr3L_+_16780790_16781326_16781461	chr3L	+	16781461	16780790;16781326	1.40335784424162e-06	4.99713733301598e-06	0.0167;-0.0167
Zcchc7	chr3L_+_16845889_16846976_16847159	chr3L	+	16847159	16845889;16846976	1.13687048375792e-09	5.78499871557327e-09	-0.196433333333333;0.196433333333333
Nc73EF	chr3L_+_16955542_16955591_16957527_16959097	chr3L	+	16959097	16955542;16955591;16957527	1.42409200925194e-10	7.95378876484946e-10	-0.0727666666666666;-0.0710999999999999;0.1438
Exn	chr3L_+_16970540_16976771_16980557	chr3L	+	16980557	16970540;16976771	1.42190578241517e-17	1.41452978830015e-16	-0.6487;0.6487
CG7408	chr3L_+_17763088_17879248_17879876	chr3L	+	17879876	17763088;17879248	7.78933887672236e-09	3.62409827005563e-08	-0.944433333333333;0.944433333333333
CG6865	chr3L_+_18864594_18864783_18864906	chr3L	+	18864906	18864594;18864783	6.43276019609614e-27	1.06478815769328e-25	-0.878533333333333;0.878533333333333
RpL26	chr3L_+_18898914_18898991_18899139_18899304	chr3L	+	18899304	18898914;18898991;18899139	8.45069438126304e-25	1.26609083774324e-23	0.0429666666666667;0.00993333333333333;-0.0528666666666665
CG6836	chr3L_+_18925585_18950714_18953596	chr3L	+	18953596	18925585;18950714	5.23626574582077e-14	4.00964043601189e-13	-0.720666666666667;0.720666666666667
Bet1	chr3L_+_19261607_19261655_19261711	chr3L	+	19261711	19261607;19261655	5.70575354690768e-179	1.15132288495741e-176	-0.336333333333333;0.336333333333333
asRNA:CR44064	chr2L_+_1501044_1501054_1501122	chr2L	+	1501122	1501044;1501054	3.07798300479123e-05	9.17564877992651e-05	-0.524566666666667;0.524566666666667
Deaf1	chr3L_+_19820001_19820010_19828315	chr3L	+	19828315	19820001;19820010	0.019238945348706	0.0368144984564411	-0.0746999999999999;0.0747000000000001
kto	chr3L_+_19842989_19843129_19843192	chr3L	+	19843192	19842989;19843129	4.59593797065794e-66	2.3762676900405e-64	-0.5613;0.5613
Prp3	chr3L_+_19910428_19910432_19910500	chr3L	+	19910500	19910428;19910432	2.61503126634643e-06	9.00054932128627e-06	-0.340666666666667;0.340666666666667
GABA-B-R1	chr2L_+_15030884_15031435_15031936_15032001	chr2L	+	15032001	15030884;15031435;15031936	3.44409454150863e-05	0.000101984091875314	-0.2347;0.097;0.137733333333333
Ssk	chr3L_+_20186290_20188033_20188762_20188990	chr3L	+	20188990	20186290;20188033;20188762	6.60286510600343e-20	7.57645407062299e-19	0.00870000000000001;0.235133333333333;-0.2438
eRF1	chr3L_+_20348385_20348408_20348421_20348650_20348764_20348824_20348940	chr3L	+	20348940	20348385;20348408;20348421;20348650;20348764;20348824	1.68991151109488e-29	3.13899637007632e-28	-0.179766666666667;-0.0259;-0.165133333333333;-0.0180666666666667;0.342433333333333;0.0464
RhoBTB	chr3L_+_20376601_20379079_20379310	chr3L	+	20379310	20376601;20379079	9.38607879182373e-07	3.41704404380136e-06	-0.0731666666666667;0.0731666666666666
fbl	chr3L_+_20384858_20386854_20388001_20388563_20388567_20388667	chr3L	+	20388667	20384858;20386854;20388001;20388563;20388567	0.00602952672934	0.0126893336472484	-0.0678666666666666;-0.0338333333333334;0.0244666666666667;0.0485;0.0287
Psn	chr3L_+_20434245_20434302_20434344_20434546	chr3L	+	20434546	20434245;20434302;20434344	0.00209288446703994	0.0047653492391234	-0.0176333333333333;-0.0802666666666668;0.0979
CG5910	chr3L_+_20437875_20446922_20449508	chr3L	+	20449508	20437875;20446922	7.67940545745483e-38	1.95907001135042e-36	-0.585766666666667;0.585766666666667
CG5910	chr3L_+_20449635_20453071_20453207	chr3L	+	20453207	20449635;20453071	3.66104055481542e-25	5.57550676957753e-24	-0.913166666666667;0.913166666666667
Pka-R1	chr3L_+_20816833_20828340_20829540_20832144_20832844	chr3L	+	20832844	20816833;20828340;20829540;20832144	5.52836720768212e-15	4.57279328283901e-14	-0.109633333333333;0.0755666666666667;0.00586666666666666;0.0282333333333333
chb	chr3L_+_21176528_21177942_21178095	chr3L	+	21178095	21176528;21177942	2.68940613181551e-58	1.17590830941948e-56	-0.199666666666667;0.199666666666667
CG10512	chr3L_+_21203322_21205508_21205675	chr3L	+	21205675	21203322;21205508	3.14435517718797e-47	1.06396411794991e-45	-0.647366666666667;0.647366666666667
CG10508	chr3L_+_21212957_21213778_21213842	chr3L	+	21213842	21212957;21213778	6.98474528167534e-06	2.27478054766345e-05	-0.326166666666667;0.326166666666667
Dis3l2	chr3L_+_212695_212784_212842	chr3L	+	212842	212695;212784	0.00461026187112019	0.00990098823400472	0.187266666666667;-0.187266666666667
CG32436	chr3L_+_21350462_21350486_21350547	chr3L	+	21350547	21350462;21350486	2.1754483065501e-38	5.65664006776232e-37	-0.0238666666666666;0.0238666666666667
CG7611	chr3L_+_21523229_21523298_21523400_21523605_21523627_21524720	chr3L	+	21524720	21523229;21523298;21523400;21523605;21523627	0.0224499276734998	0.0423971140689319	-0.1447;0.0255666666666666;0.0504333333333333;0.0936;-0.0248666666666666
ORMDL	chr3L_+_21635769_21635804_21635985	chr3L	+	21635985	21635769;21635804	3.44813863724794e-08	1.4903009153779e-07	0.0379333333333334;-0.0379333333333333
olf413	chr3L_+_22206985_22214894_22221698	chr3L	+	22221698	22206985;22214894	0.0325068999084174	0.0593093803052828	Inf;Inf
lncRNA:CR42862	chr3L_+_225140_225144_225542_225724	chr3L	+	225724	225140;225144;225542	0.0347841414638705	0.0630078300124991	-0.0126999999999999;0.00306666666666667;0.0096
nvd	chr3L_+_24338290_24348268_24348327	chr3L	+	24348327	24338290;24348268	0.000507330910977888	0.00127169620927464	-Inf;-Inf
dos	chr3L_+_2587890_2589552_2592160	chr3L	+	2592160	2587890;2589552	3.10621555716668e-10	1.67566976798829e-09	-0.235533333333333;0.235533333333333
CG40160	chr3L_+_26220152_26222008_26224647	chr3L	+	26224647	26220152;26222008	0.0102770724493682	0.0207341256530768	-0.109433333333333;0.109433333333333
MEP-1	chr3L_+_2632121_2632466_2633536	chr3L	+	2633536	2632121;2632466	0.000401524570931596	0.00102193007090708	0.0453000000000001;-0.0453
MEP-1	chr3L_+_2633809_2636001_2637066	chr3L	+	2637066	2633809;2636001	4.13282714971807e-17	3.98288166619916e-16	0.1632;-0.1632
CG33234	chr3L_+_2662085_2662089_2662099_2662151	chr3L	+	2662151	2662085;2662089;2662099	0.0405735058026847	0.072389295315333	-0.0257999999999999;0.0145666666666667;0.0112333333333333
miple2	chr3L_+_271791_273390_273548	chr3L	+	273548	271791;273390	0.00115361167804441	0.00273562574353963	-0.0455666666666666;0.0455666666666667
Dbp80	chr3L_+_27279410_27279422_27279479	chr3L	+	27279479	27279410;27279422	0.0134184935657518	0.0264925528344611	-0.0219;0.0218999999999997
Dbp80	chr3L_+_27381088_27420460_27420677	chr3L	+	27420677	27381088;27420460	0.0159064940395263	0.0309641280566963	-0.0171999999999999;0.0172
Atg2	chr3L_+_2774486_2774493_2774566	chr3L	+	2774566	2774486;2774493	0.00334263472875468	0.00735256295871094	-0.114333333333333;0.114333333333333
Shab	chr3L_+_2897429_2922777_2923554	chr3L	+	2923554	2897429;2922777	3.12733036713282e-07	1.20875450273813e-06	-0.470933333333333;0.470933333333333
Jafrac2	chr3L_+_3043201_3043205_3043270	chr3L	+	3043270	3043201;3043205	2.67528390232703e-07	1.04197107754142e-06	-0.00793333333333333;0.00793333333333346
BtbVII	chr3L_+_3148687_3148747_3148921_3149160_3149367_3149626	chr3L	+	3149626	3148687;3148747;3148921;3149160;3149367	4.31218750111788e-06	1.4442335252831e-05	-0.1546;-0.0408333333333333;0.00256666666666665;0.161466666666667;0.0313666666666667
ddbt	chr3L_+_317395_317411_317463	chr3L	+	317463	317395;317411	9.94279646278934e-147	1.4771092763785e-144	-0.382833333333333;0.382833333333333
CG12017	chr3L_+_3286433_3286720_3286772_3286950	chr3L	+	3286950	3286433;3286720;3286772	4.01797017910861e-65	2.03911630260374e-63	-0.947333333333333;0.611033333333333;0.336266666666667
armi	chr3L_+_3461008_3461462_3461539	chr3L	+	3461539	3461008;3461462	0.00174907032402356	0.00403152988393546	0.0394333333333333;-0.0394333333333333
Ptpmeg	chr3L_+_352404_352407_352474	chr3L	+	352474	352404;352407	0.0344536083947686	0.0624771342736986	-0.00833333333333333;0.0083333333333333
Eip63E	chr3L_+_3600491_3607304_3607500	chr3L	+	3607500	3600491;3607304	8.83188597117671e-23	1.19685984141368e-21	-0.203966666666667;0.203966666666667
DOR	chr3L_+_4407384_4414457_4414858_4417818	chr3L	+	4417818	4407384;4414457;4414858	0.0150201997218402	0.0293819628495979	0.0585;0.00719999999999998;-0.0656999999999998
DOR	chr3L_+_4419172_4419262_4419427	chr3L	+	4419427	4419172;4419262	1.44813959095713e-06	5.14929269872972e-06	-0.0340333333333332;0.0340333333333333
CG11357	chr3L_+_4542104_4542907_4550722_4550929_4551000	chr3L	+	4551000	4542104;4542907;4550722;4550929	2.18150713227628e-06	7.58082869081041e-06	-0.0259666666666667;-0.171833333333333;0.168766666666667;0.029
Dnah3	chr3L_+_4863887_4863898_4863957	chr3L	+	4863957	4863887;4863898	9.141144264508e-14	6.85880664529067e-13	-0.0568333333333333;0.0568333333333334
Dnah3	chr3L_+_4873001_4873418_4873759	chr3L	+	4873759	4873001;4873418	1.66972854562161e-19	1.87091200384406e-18	-0.107033333333333;0.107033333333333
CG4669	chr3L_+_5234702_5234721_5234768	chr3L	+	5234768	5234702;5234721	4.48782876529269e-11	2.62821537712487e-10	0.0024;-0.00240000000000007
DIP-delta	chr3L_+_5433855_5436312_5436521	chr3L	+	5436521	5433855;5436312	1.02374931133632e-19	1.16009244734273e-18	-0.250066666666667;0.250066666666667
Usp47	chr3L_+_5753234_5754266_5756203	chr3L	+	5756203	5753234;5754266	0.0375646227045456	0.0675593697135418	0.00880000000000003;-0.0088
sfl	chr3L_+_6530919_6530923_6530970	chr3L	+	6530970	6530919;6530923	0.0390536745562784	0.0699665004911329	0.0111000000000001;-0.0111
Mp	chr3L_+_7019898_7033964_7034501	chr3L	+	7034501	7019898;7033964	0.0132615184095958	0.0262065013225927	0.0907666666666667;-0.0907666666666669
CG42458	chr3L_+_7424156_7437760_7445165	chr3L	+	7445165	7424156;7437760	0.0232956145821007	0.0438463860620136	0.0504333333333333;-0.0504333333333333
Pura	chr3L_+_7603962_7605531_7616106	chr3L	+	7616106	7603962;7605531	0.00354756314017159	0.007770237045264	0.0547666666666667;-0.0547666666666667
Pura	chr3L_+_7617602_7620388_7624596	chr3L	+	7624596	7617602;7620388	7.65864156350483e-10	3.97502502046603e-09	-0.0780666666666667;0.0780666666666667
mus301	chr3L_+_8140085_8140485_8140603	chr3L	+	8140603	8140085;8140485	7.83568423460506e-09	3.64471284370888e-08	-0.390266666666667;0.390266666666667
CG31819	chr2L_+_16212058_16212062_16212116	chr2L	+	16212116	16212058;16212062	1.61713047795078e-09	8.09918273052862e-09	-0.0656333333333333;0.0656333333333333
foi	chr3L_+_8525389_8525704_8530558	chr3L	+	8530558	8525389;8525704	8.96163537377708e-11	5.10486722322932e-10	-0.1232;0.1232
rhea	chr3L_+_8571661_8571944_8572016	chr3L	+	8572016	8571661;8571944	0.00203235341007822	0.00463711856494897	0.0304333333333334;-0.0304333333333333
CG6511	chr3L_+_8721271_8721344_8721397	chr3L	+	8721397	8721271;8721344	0.00882857916149621	0.0180302039793338	-0.437766666666667;0.437766666666667
Fhos	chr3L_+_8763125_8777317_8782546	chr3L	+	8782546	8763125;8777317	0.00472103593163744	0.0101218421730575	-0.215666666666667;0.215666666666667
CG5021	chr3L_+_8966983_8966992_8967126	chr3L	+	8967126	8966983;8966992	0.00366050136883802	0.00800033560193472	0.0664666666666667;-0.0664666666666666
Glut1	chr3L_+_951133_967537_980949	chr3L	+	980949	951133;967537	1.61420237012081e-07	6.46024135952566e-07	-0.0359666666666667;0.0359666666666665
CG42673	chr3L_+_9553536_9569753_9575649	chr3L	+	9575649	9553536;9569753	4.16061741153701e-20	4.83027322376151e-19	-0.296233333333333;0.296233333333333
CNMaR	chr3L_+_9651727_9653412_9653483	chr3L	+	9653483	9651727;9653412	0.000607161879872894	0.00150440789037108	-0.572833333333333;0.572833333333333
CNMaR	chr3L_+_9653793_9658316_9658800	chr3L	+	9658800	9653793;9658316	0.0381663111903082	0.0685252019794966	0.203166666666667;-0.203166666666667
lncRNA:CR44348	chr3L_+_9741433_9741569_9744025	chr3L	+	9744025	9741433;9741569	7.84152525489277e-06	2.5370662831109e-05	-0.463933333333333;0.463933333333333
mtTFB2	chr3R_+_10046714_10046718_10046774	chr3R	+	10046774	10046714;10046718	0.0204316166907871	0.0388917854420124	0.120033333333333;-0.120033333333333
ATPsynepsilonL	chr3R_+_10121797_10121805_10121870	chr3R	+	10121870	10121797;10121805	1.49297818494371e-06	5.29924654023687e-06	0.148966666666667;-0.148966666666667
Invadolysin	chr3R_+_10144895_10145532_10154222	chr3R	+	10154222	10144895;10145532	6.51246469039469e-10	3.40359190643175e-09	-0.0491666666666667;0.0491666666666667
Syn	chr3R_+_10215628_10218691_10219777	chr3R	+	10219777	10215628;10218691	0.00308930172476155	0.00682945008037219	-0.344366666666667;0.344366666666667
CG12592	chr3R_+_10337443_10340046_10340109	chr3R	+	10340109	10337443;10340046	1.53965708195188e-208	3.85086539811825e-206	-0.610133333333333;0.610133333333333
cu	chr3R_+_11197848_11204831_11206625_11206904	chr3R	+	11206904	11197848;11204831;11206625	0.00870205294440569	0.0177908527435937	-0.0761;0.0998;-0.0237
chinmo	chr2L_+_1651429_1651712_1651941_1652773	chr2L	+	1652773	1651429;1651712;1651941	2.4872268007849e-05	7.50971055077751e-05	-0.0525;0.00123333333333342;0.0511666666666667
CG31441	chr3R_+_11232760_11236488_11236548	chr3R	+	11236548	11232760;11236488	6.27310781496038e-05	0.000179258143701087	0.386766666666667;-0.386766666666667
CG17721	chr3R_+_11235506_11235542_11235599	chr3R	+	11235599	11235506;11235542	3.28880121457941e-23	4.55390105461275e-22	-0.304566666666667;0.304566666666667
pros	chr3R_+_11370292_11370866_11371311	chr3R	+	11371311	11370292;11370866	0.00667535003547379	0.0139410285312325	-0.471666666666667;0.471666666666667
CG17230	chr3R_+_11438099_11463759_11464025	chr3R	+	11464025	11438099;11463759	7.54271344969762e-25	1.13326061433264e-23	-0.295033333333333;0.295033333333333
Mrp4	chr3R_+_11535773_11569834_11571025	chr3R	+	11571025	11535773;11569834	0.00147003901824855	0.00342741581960382	-0.100833333333333;0.100833333333333
Ect3	chr3R_+_11971256_11999439_12001207	chr3R	+	12001207	11971256;11999439	0.00263975857488767	0.00590472530031785	-0.0472;0.0472000000000001
Desat1	chr3R_+_12432508_12439711_12441608_12443692_12444137_12444797	chr3R	+	12444797	12432508;12439711;12441608;12443692;12444137	3.92841973365323e-87	2.84708936563002e-85	-0.0133666666666667;-0.2538;0.0443333333333333;0.00363333333333333;0.219166666666667
CG14395	chr3R_+_12664244_12666897_12668449	chr3R	+	12668449	12664244;12666897	2.52714232799354e-07	9.86851976231215e-07	0.958333333333333;-0.958333333333333
CtBP	chr3R_+_13021307_13021316_13021418	chr3R	+	13021418	13021307;13021316	7.10082384317827e-12	4.49004314828931e-11	0.1906;-0.190566666666667
CG32473	chr3R_+_13308904_13309266_13309320_13309361_13309467	chr3R	+	13309467	13308904;13309266;13309320;13309361	3.55114481491251e-36	8.53563477487639e-35	-0.599066666666667;0.114266666666667;-0.000433333333333341;0.4852
Dic1	chr3R_+_13365229_13367276_13367668_13367737	chr3R	+	13367737	13365229;13367276;13367668	0.00331461553859731	0.00729530557089714	0.0186666666666667;-0.0720000000000001;0.0533666666666667
CG8870	chr3R_+_13379733_13380212_13380267	chr3R	+	13380267	13379733;13380212	4.9651751456321e-05	0.000143775617745762	-0.174933333333333;0.174933333333333
side-IV	chr3R_+_13406834_13452430_13455771	chr3R	+	13455771	13406834;13452430	3.04497448615267e-08	1.32433340392456e-07	-0.203166666666667;0.203166666666667
Act87E	chr3R_+_13426042_13426459_13426581	chr3R	+	13426581	13426042;13426459	4.32780197459729e-05	0.000126442841442969	-0.0816666666666668;0.0816666666666667
flfl	chr3R_+_13684150_13687498_13687568	chr3R	+	13687568	13684150;13687498	2.74605184096233e-13	1.97417668630872e-12	-0.271833333333333;0.271833333333333
SclA	chr2L_+_16838006_16838663_16839211	chr2L	+	16839211	16838006;16838663	0.0337608996050833	0.0613461870003891	-0.169333333333333;0.169333333333333
Hexim	chr3R_+_14660298_14660310_14660373	chr3R	+	14660373	14660298;14660310	0.0103647286237805	0.0208977329025388	-0.00893333333333333;0.00893333333333335
CG33331	chr3R_+_14886530_14887205_14887845	chr3R	+	14887845	14886530;14887205	2.09500364217114e-05	6.3912912051087e-05	0.2791;-0.2791
