Gene	AS_event_ID	AS_structure_ID	sub_junction_ID	sub-junction_dispersion_estimate	LRT_statistic-full_vs_reduced	LRT_p_value-full_vs_reduced	BH_adjusted_p-values	control	KD	fitting_parameter_log2fold_change_KD_control	sub_junction_chr	sub_junction_start_coor	sub_junction_end_coor	sub_junction_size	sub_junction_strand	raw_count.Control1	raw_count.Control2	raw_count.Control3	raw_count.U2af381	raw_count.U2af382	raw_count.U2af383	percentage_usage.Control1	percentage_usage.Control2	percentage_usage.Control3	percentage_usage.U2af381	percentage_usage.U2af382	percentage_usage.U2af383	deltaPSI
puml	chr2R_+_7812691_7812992_7813197_7813279	3_Junction_101867_Junction_101872_Junction_101876	J001	0.0034941198368956	27.2149869117893	1.82042075606968e-07	7.23455304442769e-07	0.967164867718755	1.46045370580166	1.75246058643403	chr2R	7812691	7813279	589	+	11	8	17	16	27	18	1.97%	1.75%	2.57%	5.65%	7.54%	6.04%	-0.0431333333333333
puml	chr2R_+_7812691_7812992_7813197_7813279	3_Junction_101867_Junction_101872_Junction_101876	J002	0.00299277657455058	232.966246363063	1.34422301474328e-52	5.23577243074414e-51	2.28652106445293	2.5651195303818	0.929029650760955	chr2R	7812992	7813279	288	+	278	244	312	244	301	257	49.91%	53.51%	47.20%	86.22%	84.08%	86.24%	-0.353066666666667
puml	chr2R_+_7812691_7812992_7813197_7813279	3_Junction_101867_Junction_101872_Junction_101876	J003	0.00230829096331159	363.421877785427	5.06395177713922e-81	3.36962417230068e-79	2.26819408717397	1.55315562409563	-2.40844706820946	chr2R	7813197	7813279	83	+	268	204	332	23	30	23	48.11%	44.74%	50.23%	8.13%	8.38%	7.72%	0.396166666666667
Cul1	chr2R_+_7917108_7917311_7917334_7917730	3_Junction_102109_Junction_102111_Junction_102112	J001	0.00323911888630966	16.2257995579978	5.62231968868496e-05	0.000161636465635517	2.02249962563878	2.0516079719002	0.097592113267007	chr2R	7917108	7917730	623	+	90	84	131	115	141	108	90.00%	87.50%	89.73%	97.46%	95.92%	97.30%	-0.0781666666666666
Cul1	chr2R_+_7917108_7917311_7917334_7917730	3_Junction_102109_Junction_102111_Junction_102112	J002	0.2051756874763	1.09346420944034	0.295704924719648	0.413293565358458	0.756698515019727	0.53353855863273	-0.963260718250716	chr2R	7917311	7917730	420	+	7	1	6	2	6	0	7.00%	1.04%	4.11%	1.69%	4.08%	0.00%	0.0212666666666667
Cul1	chr2R_+_7917108_7917311_7917334_7917730	3_Junction_102109_Junction_102111_Junction_102112	J003	0.140380201627486	7.97046322816436	0.00475467697605929	0.010187861054741	0.954668989320872	0.349595928958789	-2.69516910598383	chr2R	7917334	7917730	397	+	3	11	9	1	0	3	3.00%	11.46%	6.16%	0.85%	0.00%	2.70%	0.0569
Odc2	chr2R_+_8007533_8007709_8007786	3_Junction_102541_Junction_102542	J001	0.024441169605355	12.4992188081625	0.000407122219127793	0.00103551359463258	1.15201055282321	1.27838652774181	0.447164549003438	chr2R	8007533	8007786	254	+	18	11	15	18	14	19	64.29%	100.00%	65.22%	100.00%	93.33%	95.00%	-0.196066666666667
Odc2	chr2R_+_8007533_8007709_8007786	3_Junction_102541_Junction_102542	J002	0.0654144141438543	10.1192389365383	0.00146729575771362	0.00342146594757455	0.800043661323138	0.231368051484568	-2.91593755193654	chr2R	8007709	8007786	78	+	10	0	8	0	1	1	35.71%	0.00%	34.78%	0.00%	6.67%	5.00%	0.196066666666667
lig	chr2R_+_8067565_8068011_8068080_8068282_8068366_8068834_8069812_8069869	3_Junction_102674_Junction_102679_Junction_102680_Junction_102682_Junction_102685_Junction_102688_Junction_102694	J001	0.00365407935408487	113.481433156684	1.69258853642268e-26	2.7460703830208e-25	1.59340792607593	0.629639885352033	-3.55004459729646	chr2R	8067565	8069869	2305	+	54	40	54	1	1	6	41.86%	36.04%	40.00%	1.32%	1.32%	6.45%	0.3627
lig	chr2R_+_8067565_8068011_8068080_8068282_8068366_8068834_8069812_8069869	3_Junction_102674_Junction_102679_Junction_102680_Junction_102682_Junction_102685_Junction_102688_Junction_102694	J002	0.0228805108413918	3.3886988628286	0.0656447321401137	0.111650830526348	1.14638751816524	1.33002130881789	0.64776158375911	chr2R	8068011	8069869	1859	+	20	16	14	19	19	12	15.50%	14.41%	10.37%	25.00%	25.00%	12.90%	-0.0754
lig	chr2R_+_8067565_8068011_8068080_8068282_8068366_8068834_8069812_8069869	3_Junction_102674_Junction_102679_Junction_102680_Junction_102682_Junction_102685_Junction_102688_Junction_102694	J003	0.0409001418174186	4.88788620442969	0.0270457798747448	0.0502177475924788	0.957135352532706	1.24049095606795	1.02461190335629	chr2R	8068080	8069869	1790	+	5	14	12	13	9	18	3.88%	12.61%	8.89%	17.11%	11.84%	19.35%	-0.0764
lig	chr2R_+_8067565_8068011_8068080_8068282_8068366_8068834_8069812_8069869	3_Junction_102674_Junction_102679_Junction_102680_Junction_102682_Junction_102685_Junction_102688_Junction_102694	J004	0.00766857090917701	5.03881507797225	0.0247854379394433	0.0463917091002502	0.61226689778356	0.921145150509461	1.24570466426946	chr2R	8068282	8069869	1588	+	6	2	4	6	6	6	4.65%	1.80%	2.96%	7.89%	7.89%	6.45%	-0.0427333333333333
lig	chr2R_+_8067565_8068011_8068080_8068282_8068366_8068834_8069812_8069869	3_Junction_102674_Junction_102679_Junction_102680_Junction_102682_Junction_102685_Junction_102688_Junction_102694	J005	0.0742428208185676	6.07729193763794	0.01369305217793	0.0269910417170721	0.810458690215372	1.20582943555134	1.46315721783613	chr2R	8068366	8069869	1504	+	4	9	8	5	13	19	3.10%	8.11%	5.93%	6.58%	17.11%	20.43%	-0.0899333333333333
lig	chr2R_+_8067565_8068011_8068080_8068282_8068366_8068834_8069812_8069869	3_Junction_102674_Junction_102679_Junction_102680_Junction_102682_Junction_102685_Junction_102688_Junction_102694	J006	0.0107531813828983	15.468346819361	8.38985487984683e-05	0.000235414858692662	1.15147302956498	1.47170469530259	1.1198108741149	chr2R	8068834	8069869	1036	+	19	14	18	29	17	24	14.73%	12.61%	13.33%	38.16%	22.37%	25.81%	-0.152233333333333
lig	chr2R_+_8067565_8068011_8068080_8068282_8068366_8068834_8069812_8069869	3_Junction_102674_Junction_102679_Junction_102680_Junction_102682_Junction_102685_Junction_102688_Junction_102694	J007	0.00657255582702908	6.57336373898337	0.0103516124286054	0.0208724642079998	1.23004304716238	0.998304781746221	-0.834900866471047	chr2R	8069812	8069869	58	+	21	16	25	3	11	8	16.28%	14.41%	18.52%	3.95%	14.47%	8.60%	0.0739666666666667
CG14759	chr2R_+_8259502_8259909_8259994	3_Junction_103453_Junction_103459	J001	0.00650448516495699	21.8441308591684	2.95719746898467e-06	1.01168993902823e-05	0.785560994772085	1.19657983391729	1.52874168083325	chr2R	8259502	8259994	493	+	5	3	5	17	22	16	20.83%	30.00%	16.13%	58.62%	62.86%	51.61%	-0.353766666666667
CG14759	chr2R_+_8259502_8259909_8259994	3_Junction_103453_Junction_103459	J002	0.00592286069690344	22.0067082425694	2.71699188686407e-06	9.33531215001492e-06	1.32909294994737	1.06881665358718	-0.924064123642304	chr2R	8259909	8259994	86	+	19	7	26	12	13	15	79.17%	70.00%	83.87%	41.38%	37.14%	48.39%	0.353766666666667
Cirl	chr2R_+_8615249_8615263_8615405	3_Junction_104053_Junction_104056	J001	0.00836667636204201	4.41172403677736	0.0356927510028331	0.0645188922796046	1.89234196309854	1.93085435288898	0.129523557605114	chr2R	8615249	8615405	157	+	80	70	117	74	76	82	86.96%	89.74%	86.67%	98.67%	89.41%	92.13%	-0.0561333333333333
Cirl	chr2R_+_8615249_8615263_8615405	3_Junction_104053_Junction_104056	J002	0.0122059040826796	4.19060030632943	0.0406487010580693	0.0725098910010052	1.07838592208014	0.854712184141717	-0.834394341826728	chr2R	8615263	8615405	143	+	12	8	18	1	9	7	13.04%	10.26%	13.33%	1.33%	10.59%	7.87%	0.0561333333333333
ptc	chr2R_+_8647944_8650550_8659950	3_Junction_104146_Junction_104150	J001	0.099133164203774	31.3155250140031	2.19318789316423e-08	9.70511081805281e-08	0.132291795462142	1.12091333709977	5.09967375567051	chr2R	8647944	8659950	12007	+	1	0	0	6	25	11	1.56%	0.00%	0.00%	12.50%	35.21%	26.83%	-0.243266666666667
ptc	chr2R_+_8647944_8650550_8659950	3_Junction_104146_Junction_104150	J002	0.0841544453041774	33.600188048698	6.76861834135939e-09	3.17251126818543e-08	1.82721114655385	1.55450375615628	-0.925089461131708	chr2R	8650550	8659950	9401	+	63	48	76	42	46	30	98.44%	100.00%	100.00%	87.50%	64.79%	73.17%	0.243266666666667
Acsl	chr2R_+_8674871_8675708_8676334_8676470	3_Junction_104232_Junction_104235_Junction_104240	J001	0.00648435216484375	60.634754133551	6.87101618232164e-15	5.6429107870704e-14	1.99615949929529	2.29273681346076	0.992466181331354	chr2R	8674871	8676470	1600	+	152	108	156	123	165	150	35.76%	29.03%	27.61%	53.95%	56.70%	54.55%	-0.242666666666667
Acsl	chr2R_+_8674871_8675708_8676334_8676470	3_Junction_104232_Junction_104235_Junction_104240	J002	0.00170898547098391	102.176059401467	5.0800144062618e-24	7.31743033646232e-23	2.28863789410316	2.09561004937333	-0.645406046338673	chr2R	8675708	8676470	763	+	244	230	348	78	96	103	57.41%	61.83%	61.59%	34.21%	32.99%	37.45%	0.253933333333333
Acsl	chr2R_+_8674871_8675708_8676334_8676470	3_Junction_104232_Junction_104235_Junction_104240	J003	0.0115263588204193	0.344301419430366	0.557356821710631	0.680326746650823	1.47748639417043	1.55920194152135	0.27995322999632	chr2R	8676334	8676470	137	+	29	34	61	27	30	22	6.82%	9.14%	10.80%	11.84%	10.31%	8.00%	-0.0113
Acsl	chr2R_+_8676607_8678186_8678428	3_Junction_104245_Junction_104256	J001	0.0407883509736772	14.2608968028815	0.000159136774221828	0.000429528780229258	2.5774429577961	2.71806288928541	0.468187508918534	chr2R	8676607	8678428	1822	+	544	460	755	318	404	352	94.94%	93.88%	97.17%	99.38%	98.30%	98.88%	-0.0352333333333333
Acsl	chr2R_+_8676607_8678186_8678428	3_Junction_104245_Junction_104256	J002	0.0442498265800533	13.7423136188325	0.000209677071755158	0.000556070823868384	1.27627147768405	0.863347655203822	-1.50577283214393	chr2R	8678186	8678428	243	+	29	30	22	2	7	4	5.06%	6.12%	2.83%	0.62%	1.70%	1.12%	0.0352333333333333
sns	chr2R_+_8826274_8826492_8826598_8827628_8828926	3_Junction_104624_Junction_104629_Junction_104632_Junction_104644	J001	0.00523678353008612	0.556495761775956	0.455675609187042	0.584167670460724	0.590061138253885	0.679879272018684	0.388713891890984	chr2R	8826274	8828926	2653	+	0	1	1	17	16	19	0.00%	100.00%	33.33%	20.24%	18.82%	21.59%	0.242266666666667
sns	chr2R_+_8826274_8826492_8826598_8827628_8828926	3_Junction_104624_Junction_104629_Junction_104632_Junction_104644	J002	0.00471145520922398	2.28185375104648	0.13089533962211	0.205823185295028	0.000837385839796639	0.763576758742679	11.2808058207294	chr2R	8826492	8828926	2435	+	0	0	0	20	23	23	0.00%	0.00%	0.00%	23.81%	27.06%	26.14%	-0.2567
sns	chr2R_+_8826274_8826492_8826598_8827628_8828926	3_Junction_104624_Junction_104629_Junction_104632_Junction_104644	J003	0.00540787436496548	5.09225218440097	0.024032960862218	0.0451083875100674	0.000837392617315118	0.944065790701232	11.9790742380993	chr2R	8826598	8828926	2329	+	0	0	0	33	33	41	0.00%	0.00%	0.00%	39.29%	38.82%	46.59%	-0.415666666666667
sns	chr2R_+_8826274_8826492_8826598_8827628_8828926	3_Junction_104624_Junction_104629_Junction_104632_Junction_104644	J004	0.0688608165110501	8.31262302322423	0.00393704929585385	0.00856042099886066	0.82947093646885	0.521882866941828	-1.30654977071109	chr2R	8827628	8828926	1299	+	2	0	2	14	13	5	100.00%	0.00%	66.67%	16.67%	15.29%	5.68%	0.4301
sns	chr2R_+_8829064_8829436_8829788	3_Junction_104651_Junction_104657	J001	0.00574605555901396	125.314966021602	4.34250580337206e-29	7.91711801011368e-28	1.35007942458617	1.369553812836	0.0676469303083662	chr2R	8829064	8829788	725	+	3	2	4	159	167	180	27.27%	25.00%	44.44%	100.00%	100.00%	100.00%	-0.677633333333333
sns	chr2R_+_8829064_8829436_8829788	3_Junction_104651_Junction_104657	J002	0.016359944528998	120.794936835152	4.23745086392788e-28	7.36695431275949e-27	1.66577965331633	4.77998495334922e-05	-18.6514141822204	chr2R	8829436	8829788	353	+	8	6	5	0	0	0	72.73%	75.00%	55.56%	0.00%	0.00%	0.00%	0.677633333333333
sns	chr2R_+_8829943_8831037_8831325	3_Junction_104664_Junction_104677	J001	0.0559605268963594	9.126710197811	0.00251904290512322	0.0056553944224868	0.00087030172483527	0.858618363377692	11.598724021086	chr2R	8829943	8831325	1383	+	0	0	0	27	16	13	0.00%	0.00%	0.00%	16.17%	7.58%	9.63%	-0.111266666666667
sns	chr2R_+_8829943_8831037_8831325	3_Junction_104664_Junction_104677	J002	0.0500206693953188	9.28009203479976	0.00231657789210317	0.00523527208839504	1.73499837882625	1.70862146105119	-0.0893173233808335	chr2R	8831037	8831325	289	+	23	18	14	140	195	122	100.00%	100.00%	100.00%	83.83%	92.42%	90.37%	0.111266666666667
CG30349	chr2R_+_8898173_8909411_8910485	3_Junction_104918_Junction_105009	J001	0.0521637810744394	35.6001183292432	2.42272824167939e-09	1.18867311350739e-08	0.000533715295315939	1.17494230463537	13.4707661439442	chr2R	8898173	8910485	12313	+	0	0	0	19	25	9	0.00%	0.00%	0.00%	12.50%	12.69%	5.70%	-0.102966666666667
CG30349	chr2R_+_8898173_8909411_8910485	3_Junction_104918_Junction_105009	J002	0.0443120520373992	37.2626140818613	1.0324501171532e-09	5.27730335347479e-09	2.11014802930048	2.08272556054915	-0.0918310428014291	chr2R	8909411	8910485	1075	+	99	84	142	133	172	149	100.00%	100.00%	100.00%	87.50%	87.31%	94.30%	0.102966666666667
CG44286	chr2R_+_9140298_9141361_9141436	3_Junction_105923_Junction_105934	J001	0.02761716423921	7.79753924834358	0.00523174349812454	0.0111303891951297	2.15951054898438	2.20670390437591	0.157808647662297	chr2R	9140298	9141436	1139	+	172	132	195	154	157	126	97.73%	94.96%	97.01%	100.00%	98.12%	100.00%	-0.0280666666666667
CG44286	chr2R_+_9140298_9141361_9141436	3_Junction_105923_Junction_105934	J002	0.0385462319151655	7.44616468464889	0.00635717680011819	0.0133251745964589	0.771807845752541	0.321027380373675	-2.16666899379523	chr2R	9141361	9141436	76	+	4	7	6	0	3	0	2.27%	5.04%	2.99%	0.00%	1.88%	0.00%	0.0280666666666667
NONE	chr2R_+_96961_96985_97046	3_Junction_107271_Junction_107275	J001	0.0091242073855422	40.9825545438747	1.53594133828785e-10	8.54379686693934e-10	1.57693594419724	1.76925043811181	0.652831642493719	chr2R	96961	97046	86	+	72	63	98	27	36	24	60.50%	58.88%	69.01%	100.00%	92.31%	96.00%	-0.333066666666667
NONE	chr2R_+_96961_96985_97046	3_Junction_107271_Junction_107275	J002	0.0100874706966338	40.4945025397731	1.9717002296401e-10	1.08512914657908e-09	1.35209026153269	0.563376535925256	-3.01499567680816	chr2R	96985	97046	62	+	47	44	44	0	3	1	39.50%	41.12%	30.99%	0.00%	7.69%	4.00%	0.333066666666667
TER94	chr2R_+_9989303_9990389_9990469	3_Junction_108329_Junction_108340	J001	0.00362209377029796	550.675361121899	8.97577178905982e-122	1.01111009073233e-119	2.76943795632814	3.19186370400142	1.40479547615275	chr2R	9989303	9990469	1167	+	503	419	607	1666	2239	1793	17.46%	16.42%	15.38%	52.56%	57.71%	54.78%	-0.385966666666667
TER94	chr2R_+_9989303_9990389_9990469	3_Junction_108329_Junction_108340	J002	0.00361544963922963	551.510006342176	5.90885322779331e-122	6.67201403457792e-120	3.47693553528235	3.10319068113751	-1.24221038076648	chr2R	9990389	9990469	81	+	2378	2133	3340	1504	1641	1480	82.54%	83.58%	84.62%	47.44%	42.29%	45.22%	0.385966666666667
CG34238	chr3L_+_10627032_10627042_10627096	3_Junction_109231_Junction_109232	J001	0.00592002427753833	87.3497951715293	9.0929552704968e-21	1.09778443275811e-19	0.866826720692071	1.65221135158032	2.78719980726839	chr3L	10627032	10627096	65	+	18	17	15	17	24	12	3.28%	4.11%	2.50%	21.52%	28.92%	19.05%	-0.198666666666667
CG34238	chr3L_+_10627032_10627042_10627096	3_Junction_109231_Junction_109232	J002	0.00406459609880384	90.9561205184839	1.46893757165221e-21	1.85611371626147e-20	2.28553869066402	2.1573918243739	-0.428276055645862	chr3L	10627042	10627096	55	+	531	397	586	62	59	51	96.72%	95.89%	97.50%	78.48%	71.08%	80.95%	0.198666666666667
CG7888	chr3L_+_11054359_11055853_11057552	3_Junction_109991_Junction_109992	J001	0.0130851049745334	17.9411220369458	2.27844688494886e-05	6.9133345736654e-05	0.455380397796438	0.893933191478416	1.88227340699834	chr3L	11054359	11057552	3194	+	5	5	2	2	3	5	22.73%	27.78%	16.67%	100.00%	75.00%	100.00%	-0.692733333333333
CG7888	chr3L_+_11054359_11055853_11057552	3_Junction_109991_Junction_109992	J002	0.0101969698693961	18.0837221352609	2.11401004313185e-05	6.44611306557431e-05	0.856466721986193	0.226548804767935	-3.17516946791622	chr3L	11055853	11057552	1700	+	17	13	10	0	1	0	77.27%	72.22%	83.33%	0.00%	25.00%	0.00%	0.692733333333333
CG33947	chr3L_+_11096861_11097061_11098090	3_Junction_110213_Junction_110215	J001	0.0064327572332263	19.5877981610769	9.60808647370988e-06	3.07043263776543e-05	0.360860656186047	1.00405744248923	2.81148234127637	chr3L	11096861	11098090	1230	+	1	1	2	9	9	10	0.06%	0.06%	0.10%	0.52%	0.52%	0.61%	-0.00476666666666667
CG33947	chr3L_+_11096861_11097061_11098090	3_Junction_110213_Junction_110215	J002	0.00267442234147711	20.2585191118731	6.76515438141229e-06	2.20738504406871e-05	3.22889791406959	3.21960563201839	-0.0308867229395791	chr3L	11097061	11098090	1030	+	1610	1544	2059	1737	1717	1636	99.94%	99.94%	99.90%	99.48%	99.48%	99.39%	0.00476666666666659
NaPi-III	chr3L_+_11100387_11130549_11132646	3_Junction_110268_Junction_110469	J001	0.0107759495785087	16.33065625028	5.31963755049779e-05	0.000153406294401213	0.000295165856584639	0.801642927724905	12.9375210133609	chr3L	11100387	11132646	32260	+	0	0	0	11	5	8	0.00%	0.00%	0.00%	4.33%	2.20%	3.35%	-0.0329333333333333
NaPi-III	chr3L_+_11100387_11130549_11132646	3_Junction_110268_Junction_110469	J002	0.00442246527292214	16.7850557404654	4.18616826970047e-05	0.000122562618151692	2.19523215371521	2.19270284795494	-0.00845627372021074	chr3L	11130549	11132646	2098	+	116	99	112	243	222	231	100.00%	100.00%	100.00%	95.67%	97.80%	96.65%	0.0329333333333334
Adck5	chr3L_+_11171295_11171299_11171360	3_Junction_110548_Junction_110549	J001	0.00303891721111325	13.1221917124528	0.000291818449613928	0.000758267911576284	2.87987315213645	2.87033648611846	-0.0317224119362347	chr3L	11171295	11171360	66	+	995	806	1267	556	624	566	99.70%	99.88%	99.84%	99.11%	99.21%	98.78%	0.00773333333333304
Adck5	chr3L_+_11171295_11171299_11171360	3_Junction_110548_Junction_110549	J002	0.00880396120844862	12.5919081529364	0.000387420410420772	0.000988248437130022	0.3957543901768	0.914547076308968	2.27792925031455	chr3L	11171299	11171360	62	+	3	1	2	5	5	7	0.30%	0.12%	0.16%	0.89%	0.79%	1.22%	-0.00773333333333333
scyl	chr3L_+_11230057_11252960_11253701	3_Junction_110834_Junction_110886	J001	0.0111567480924179	6.54761835997641	0.0105024650192175	0.0211530832384357	0.477223695796485	0.864217393461658	1.65828409758658	chr3L	11230057	11253701	23645	+	1	2	2	11	7	6	0.19%	0.46%	0.33%	1.53%	0.83%	0.79%	-0.00723333333333333
scyl	chr3L_+_11230057_11252960_11253701	3_Junction_110834_Junction_110886	J002	0.0054985387429712	6.8369128854257	0.00892930204375197	0.0182228990269512	2.7933917965676	2.7812375937986	-0.0404413848542049	chr3L	11252960	11253701	742	+	512	430	608	707	839	750	99.81%	99.54%	99.67%	98.47%	99.17%	99.21%	0.00723333333333354
CG7573	chr3L_+_11312247_11312251_11312330	3_Junction_110930_Junction_110931	J001	0.0168786841911919	6.18924118826485	0.0128529286863791	0.0254711558214077	0.906988436922093	0.624087862939642	-1.14041888681922	chr3L	11312247	11312330	84	+	15	8	13	1	4	1	68.18%	47.06%	50.00%	12.50%	44.44%	14.29%	0.313366666666667
CG7573	chr3L_+_11312247_11312251_11312330	3_Junction_110930_Junction_110931	J002	0.0163861863366675	6.20421861737891	0.0127446196541089	0.0252800214380155	0.825527612975216	1.02715275799559	0.760982181834791	chr3L	11312251	11312330	80	+	7	9	13	7	5	6	31.82%	52.94%	50.00%	87.50%	55.56%	85.71%	-0.313366666666667
CG7557	chr3L_+_11445660_11445676_11445738	3_Junction_111020_Junction_111021	J001	0.00270524542596374	228.583238753147	1.21427946856016e-51	4.63499674199816e-50	1.35610392413429	2.08405011565872	2.47123252893129	chr3L	11445660	11445738	79	+	26	17	42	99	111	83	1.11%	0.88%	1.37%	8.31%	7.58%	6.66%	-0.0639666666666667
CG7557	chr3L_+_11445660_11445676_11445738	3_Junction_111020_Junction_111021	J002	0.00229559188279166	237.205555080706	1.59968266290138e-53	6.34304325070186e-52	3.2676129323128	3.17081717330438	-0.321743174205716	chr3L	11445676	11445738	63	+	2326	1921	3021	1092	1354	1163	98.89%	99.12%	98.63%	91.69%	92.42%	93.34%	0.0639666666666664
CG7394	chr3L_+_11562085_11562324_11562645	3_Junction_111317_Junction_111320	J001	0.0163829490428393	11.5130450678156	0.000691094738853729	0.0016973232686026	0.817874734358751	1.01524956922793	0.747213946160282	chr3L	11562085	11562645	561	+	4	6	10	3	19	3	36.36%	54.55%	66.67%	100.00%	95.00%	75.00%	-0.374733333333333
CG7394	chr3L_+_11562085_11562324_11562645	3_Junction_111317_Junction_111320	J002	0.0232405989716039	11.1436703506623	0.000843188898601875	0.00204308684500413	0.76053278561143	0.243741795136715	-2.66099348099866	chr3L	11562324	11562645	322	+	7	5	5	0	1	1	63.64%	45.45%	33.33%	0.00%	5.00%	25.00%	0.374733333333333
CG7394	chr3L_+_11562737_11562777_11562859	3_Junction_111323_Junction_111324	J001	0.00276011466187074	16.9952430020581	3.74735880864687e-05	0.000110408826863327	2.80330080822356	2.78979431600985	-0.0449393914412379	chr3L	11562737	11562859	123	+	564	560	775	720	593	633	99.47%	100.00%	99.49%	98.23%	98.34%	98.44%	0.0131666666666667
CG7394	chr3L_+_11562737_11562777_11562859	3_Junction_111323_Junction_111324	J002	0.00588695942864564	16.4068144690366	5.11011860617852e-05	0.000147739342867328	0.523343269547662	1.05649343561517	2.15241708058147	chr3L	11562777	11562859	83	+	3	0	4	13	10	10	0.53%	0.00%	0.51%	1.77%	1.66%	1.56%	-0.0131666666666667
CG7394	chr3L_+_11563100_11563234_11563301	3_Junction_111327_Junction_111329	J001	0.00241860670532326	86.1670810171244	1.65357467365693e-20	1.96500545819466e-19	3.11110897453024	3.18488345655902	0.245248159958466	chr3L	11563100	11563301	202	+	1186	1151	1532	1638	1643	1548	90.53%	92.08%	92.29%	96.98%	96.42%	97.18%	-0.0522666666666667
CG7394	chr3L_+_11563100_11563234_11563301	3_Junction_111327_Junction_111329	J002	0.00267545913296818	83.7584281693758	5.59081967824452e-20	6.43686646103633e-19	2.07188009392913	1.70416506949236	-1.23804077615406	chr3L	11563234	11563301	68	+	124	99	128	51	61	45	9.47%	7.92%	7.71%	3.02%	3.58%	2.82%	0.0522666666666667
