Gene	AS_event_ID	AS_structure_ID	sub_junction_ID	sub-junction_dispersion_estimate	LRT_statistic-full_vs_reduced	LRT_p_value-full_vs_reduced	BH_adjusted_p-values	control	KD	fitting_parameter_log2fold_change_KD_control	sub_junction_chr	sub_junction_start_coor	sub_junction_end_coor	sub_junction_size	sub_junction_strand	raw_count.Control1	raw_count.Control2	raw_count.Control3	raw_count.SRPK1	raw_count.SRPK2	raw_count.SRPK3	percentage_usage.Control1	percentage_usage.Control2	percentage_usage.Control3	percentage_usage.SRPK1	percentage_usage.SRPK2	percentage_usage.SRPK3	deltaPSI
CG31935	chr2L_-_1596421_1609408_1609484	3_Junction_10620_Junction_10806	J001	0.0321633277852001	32.3460009736686	1.29022463320314e-08	3.91152999818797e-07	17.9997737492112	19.9442747541196	0.543288782199337	chr2L	1596421	1609484	13064	-	290	192	298	397	370	364	94.46%	94.12%	90.58%	99.50%	99.20%	98.38%	-0.0597333333333332
CG31935	chr2L_-_1596421_1609408_1609484	3_Junction_10620_Junction_10806	J002	0.03747904932358	30.3268569141615	3.65036408072404e-08	1.02403073759735e-06	6.99770244618875	3.19177909065421	-2.41642132920707	chr2L	1609408	1609484	77	-	17	12	31	2	3	6	5.54%	5.88%	9.42%	0.50%	0.80%	1.62%	0.0597333333333333
CG45067	chr3L_-_3112553_3112566_3112629	3_Junction_106347_Junction_106349	J001	0.0368789667280349	8.23189111909154	0.0041160617955606	0.0288007761473269	3.81439289070423	1.81093913942933	-2.19391476179277	chr3L	3112553	3112629	77	-	6	2	6	2	1	1	13.95%	7.69%	10.34%	2.94%	1.89%	1.92%	0.0841
CG45067	chr3L_-_3112553_3112566_3112629	3_Junction_106347_Junction_106349	J002	0.018872955415846	9.00847073015503	0.00268731179661974	0.0205249788522945	9.71348437620006	10.2679011191837	0.201862230914087	chr3L	3112566	3112629	64	-	37	24	52	66	52	51	86.05%	92.31%	89.66%	97.06%	98.11%	98.08%	-0.0841000000000002
CG31820	chr2L_-_16006094_16006115_16006165	3_Junction_10683_Junction_10686	J001	0.00245224400107506	10.402040177017	0.00125876162496686	0.0110833478000954	25.4569202333147	26.1105457949821	0.174478642105015	chr2L	16006094	16006165	72	-	878	1358	1257	908	1299	1019	3.93%	3.90%	4.41%	5.07%	4.66%	5.12%	-0.0087
CG31820	chr2L_-_16006094_16006115_16006165	3_Junction_10683_Junction_10686	J002	0.00244876729634467	10.4142149135688	0.00125049005451028	0.0110226031273045	42.8256876592944	42.3319333033578	-0.129498844102235	chr2L	16006115	16006165	51	-	21449	33484	27265	16994	26592	18885	96.07%	96.10%	95.59%	94.93%	95.34%	94.88%	0.00870000000000004
eIF5B	chr3L_-_3447724_3457152_3457213	3_Junction_107354_Junction_107363	J001	0.0152767566260723	24.4527112327268	7.61562661153646e-07	1.68701885914384e-05	25.9377772970526	25.983236775072	0.0121277164284184	chr3L	3447724	3457213	9490	-	1069	870	1349	1218	1286	1238	99.53%	99.43%	99.41%	100.00%	100.00%	100.00%	-0.0054333333333334
eIF5B	chr3L_-_3447724_3457152_3457213	3_Junction_107354_Junction_107363	J002	0.0342659580074168	22.6574496062397	1.93608112765892e-06	3.95597289191911e-05	4.16171169521747	0.03759712602122	-13.6491888092707	chr3L	3457152	3457213	62	-	5	5	8	0	0	0	0.47%	0.57%	0.59%	0.00%	0.00%	0.00%	0.00543333333333333
CG32264	chr3L_-_3769406_3802750_3803312	3_Junction_107846_Junction_107870	J001	0.0287897402997214	12.627609339609	0.000380090953485852	0.00403060794699317	6.41248673293856	7.46774586050442	0.496183703262286	chr3L	3769406	3803312	33907	-	19	13	12	32	24	19	76.00%	72.22%	60.00%	91.43%	100.00%	90.48%	-0.245633333333333
CG32264	chr3L_-_3769406_3802750_3803312	3_Junction_107846_Junction_107870	J002	0.0453112498563182	11.6395850557201	0.000645630033469297	0.00632254862501541	4.32070491312786	2.07082583297667	-2.17880170676104	chr3L	3802750	3803312	563	-	6	5	8	3	0	2	24.00%	27.78%	40.00%	8.57%	0.00%	9.52%	0.245633333333333
lncRNA:CR43627	chr3L_-_4929875_4930692_4930918	3_Junction_110014_Junction_110018	J001	0.0306165144154271	24.9220600407127	5.96954170753055e-07	1.35604430280576e-05	21.3872251211283	19.8954510951969	-0.409817775219295	chr3L	4929875	4930918	1044	-	516	408	585	370	419	322	99.42%	99.03%	99.66%	97.37%	96.32%	94.43%	0.0333
lncRNA:CR43627	chr3L_-_4929875_4930692_4930918	3_Junction_110014_Junction_110018	J002	0.0382176389959066	23.0000244755458	1.61999335769149e-06	3.36796094794365e-05	2.87983852153044	6.24983617655106	2.35613835253295	chr3L	4930692	4930918	227	-	3	4	2	10	16	19	0.58%	0.97%	0.34%	2.63%	3.68%	5.57%	-0.0333
NONE	chr3L_-_5664995_5667607_5673528	3_Junction_110907_Junction_110915	J001	0.0363208591344486	13.6680053406922	0.000218139532611713	0.00251769703817985	3.46806109652205	5.04859987914833	1.13635667703789	chr3L	5664995	5673528	8534	-	9	5	7	7	7	4	47.37%	38.46%	36.84%	77.78%	100.00%	100.00%	-0.517033333333333
NONE	chr3L_-_5664995_5667607_5673528	3_Junction_110907_Junction_110915	J002	0.0381908430376037	13.582951679001	0.000228249044632599	0.00261604761395946	4.11286908540542	1.73575395577127	-2.54400984216036	chr3L	5667607	5673528	5922	-	10	8	12	2	0	0	52.63%	61.54%	63.16%	22.22%	0.00%	0.00%	0.517033333333333
CG10576	chr3L_-_5762715_5762993_5763046	3_Junction_111068_Junction_111069	J001	0.0265673286791952	125.605608632511	3.75087712923424e-29	7.17143147795051e-27	25.8320243043013	30.8910750758954	1.34169770302005	chr3L	5762715	5763046	332	-	1305	1131	1832	2352	2431	2222	92.55%	90.19%	92.20%	99.70%	99.10%	99.33%	-0.0773
CG10576	chr3L_-_5762715_5762993_5763046	3_Junction_111068_Junction_111069	J002	0.0272476068033866	123.425921369375	1.12509319019346e-28	2.07097741063662e-26	13.5154403583308	6.75987625111761	-2.51132613935967	chr3L	5762993	5763046	54	-	105	123	155	7	22	15	7.45%	9.81%	7.80%	0.30%	0.90%	0.67%	0.0773
S6k	chr3L_-_5800717_5801625_5805826	3_Junction_111173_Junction_111176	J001	0.0213847399861587	6.64106811758526	0.00996541684597196	0.0577162228274509	12.2036149156865	11.6357955068616	-0.187391043954029	chr3L	5800717	5805826	5110	-	75	39	80	97	76	75	97.40%	97.50%	96.39%	94.17%	87.36%	90.36%	0.0646666666666668
S6k	chr3L_-_5800717_5801625_5805826	3_Junction_111173_Junction_111176	J002	0.0352418646827769	6.04349509728115	0.0139576250530694	0.0749583506967258	2.59697399004648	4.31468359888747	1.5116111849076	chr3L	5801625	5805826	4202	-	2	1	3	6	11	8	2.60%	2.50%	3.61%	5.83%	12.64%	9.64%	-0.0646666666666667
alphaKap4	chr3L_-_5969074_6009496_6009598	3_Junction_111463_Junction_111511	J001	0.0166794570903915	32.3557963871311	1.28373706801613e-08	3.89369938557243e-07	1.16003593502498	5.58212640377353	4.65050591286123	chr3L	5969074	6009598	40525	-	1	0	0	17	20	14	2.86%	0.00%	0.00%	21.79%	23.81%	22.22%	-0.216533333333333
alphaKap4	chr3L_-_5969074_6009496_6009598	3_Junction_111463_Junction_111511	J002	0.0120758099552485	33.5911510444369	6.80013835123942e-09	2.16261231595035e-07	10.5055320259318	9.52317760513102	-0.357309780066773	chr3L	6009496	6009598	103	-	34	21	56	61	64	49	97.14%	100.00%	100.00%	78.21%	76.19%	77.78%	0.216533333333333
fmt	chr3L_-_6164723_6169927_6170115	3_Junction_111700_Junction_111702	J001	0.0296558992210532	4.54028330636282	0.0331061123170263	0.142021353012226	4.34849052348922	2.86627075299457	-1.24478260661162	chr3L	6164723	6170115	5393	-	2	6	9	5	4	2	1.92%	5.22%	5.52%	2.33%	1.77%	1.14%	0.0247333333333333
fmt	chr3L_-_6164723_6169927_6170115	3_Junction_111700_Junction_111702	J002	0.0163478307122495	5.08565800207998	0.0241245205801825	0.113337964501353	15.2886174512625	15.6673295718928	0.11193904860741	chr3L	6169927	6170115	189	-	102	109	154	210	222	174	98.08%	94.78%	94.48%	97.67%	98.23%	98.86%	-0.0247333333333331
eIF4E4	chr3L_-_6664934_6664970_6665013	3_Junction_112362_Junction_112363	J001	0.202989906262319	5.08907211928268	0.0240770707313554	0.113156419698076	32.8482954594996	35.062417282048	0.582652261137753	chr3L	6664934	6665013	80	-	5003	4118	6731	4626	4978	4990	99.86%	99.83%	99.99%	100.00%	99.98%	99.98%	-0.000933333333333453
eIF4E4	chr3L_-_6664934_6664970_6665013	3_Junction_112362_Junction_112363	J002	0.258193794098864	4.44938782129969	0.0349137604157042	0.147500649931951	3.39127192722009	1.54866702430593	-2.29756518625675	chr3L	6664970	6665013	44	-	7	7	1	0	1	1	0.14%	0.17%	0.01%	0.00%	0.02%	0.02%	0.000933333333333334
eIF4E4	chr3L_-_6665489_6665492_6665531_6665539_6665584	3_Junction_112368_Junction_112370_Junction_112373_Junction_112374	J001	0.00621264765077086	4.6007105353943	0.0319587083202016	0.138682746635914	11.4505112033092	12.1264118060022	0.224328633593806	chr3L	6665489	6665584	96	-	77	63	77	70	75	61	56.20%	51.22%	48.73%	61.40%	62.50%	59.22%	-0.0898999999999999
eIF4E4	chr3L_-_6665489_6665492_6665531_6665539_6665584	3_Junction_112368_Junction_112370_Junction_112373_Junction_112374	J002	0.0159361972070894	3.79356699653499e-05	0.995085705321111	1	5.41645569892138	5.39988762858692	-0.00953909464698022	chr3L	6665492	6665584	93	-	13	14	10	11	12	7	9.49%	11.38%	6.33%	9.65%	10.00%	6.80%	0.00250000000000002
eIF4E4	chr3L_-_6665489_6665492_6665531_6665539_6665584	3_Junction_112368_Junction_112370_Junction_112373_Junction_112374	J003	0.0153840538280412	2.95275378038957	0.0857313592779097	0.272216807929631	9.70178511265731	8.69981214804434	-0.384462855240436	chr3L	6665531	6665584	54	-	42	36	65	29	30	29	30.66%	29.27%	41.14%	25.44%	25.00%	28.16%	0.0749
eIF4E4	chr3L_-_6665489_6665492_6665531_6665539_6665584	3_Junction_112368_Junction_112370_Junction_112373_Junction_112374	J004	0.0423429361172062	0.414160359433453	0.519865388655216	0.763300172161903	4.15889206421658	3.63945680655965	-0.400885627435449	chr3L	6665539	6665584	46	-	5	10	6	4	3	6	3.65%	8.13%	3.80%	3.51%	2.50%	5.83%	0.0124666666666667
Rsph3	chr3L_-_6758110_6761882_6762921	3_Junction_112527_Junction_112532	J001	0.0146688649129783	18.8508093215969	1.41351113812227e-05	0.000234699842398845	29.157595792196	29.4791146102866	0.0850764136639377	chr3L	6758110	6762921	4812	-	1872	1842	2440	2207	2388	2233	99.73%	99.68%	99.71%	100.00%	99.96%	100.00%	-0.00280000000000002
Rsph3	chr3L_-_6758110_6761882_6762921	3_Junction_112527_Junction_112532	J002	0.0314571938092152	17.475579415979	2.9102197938698e-05	0.000448441904000935	4.08503092411341	0.961757345539089	-4.23542412813467	chr3L	6761882	6762921	1040	-	5	6	7	0	1	0	0.27%	0.32%	0.29%	0.00%	0.04%	0.00%	0.0028
CG17129	chr3L_-_679995_680104_680121_680172	3_Junction_112551_Junction_112553_Junction_112554	J001	0.203514235681057	6.07343131701238	0.0137230115844142	0.0739828790864681	4.87768406214345	7.7132015175139	1.46073907702158	chr3L	679995	680172	178	-	12	11	10	12	23	23	29.27%	45.83%	23.26%	40.00%	82.14%	79.31%	-0.343633333333333
CG17129	chr3L_-_679995_680104_680121_680172	3_Junction_112551_Junction_112553_Junction_112554	J002	0.109006461930347	6.58335355397863	0.0102936779733629	0.0592222968553473	6.32081294938965	5.03737462520253	-0.711683984074955	chr3L	680104	680172	69	-	21	12	27	14	4	5	51.22%	50.00%	62.79%	46.67%	14.29%	17.24%	0.286033333333333
CG17129	chr3L_-_679995_680104_680121_680172	3_Junction_112551_Junction_112553_Junction_112554	J003	0.0684639234568177	1.64292414524612	0.199924735461746	0.462290155416931	3.30027284887368	2.64450765927762	-0.654559230416061	chr3L	680121	680172	52	-	8	1	6	4	1	1	19.51%	4.17%	13.95%	13.33%	3.57%	3.45%	0.0576
CG8641	chr3L_-_7068607_7068620_7068672	3_Junction_112949_Junction_112950	J001	0.010679948837821	3.8820250785859	0.0488056556034687	0.185973315239482	4.82192075013101	6.05830142659274	0.711107915513982	chr3L	7068607	7068672	66	-	9	7	10	13	17	13	3.31%	2.92%	3.22%	4.78%	6.03%	5.16%	-0.0217333333333333
CG8641	chr3L_-_7068607_7068620_7068672	3_Junction_112949_Junction_112950	J002	0.00809777402026043	4.06953098154571	0.0436633964152109	0.172168525871635	18.1730267360306	17.877685588198	-0.0834828754690555	chr3L	7068620	7068672	53	-	263	233	301	259	265	239	96.69%	97.08%	96.78%	95.22%	93.97%	94.84%	0.0217333333333332
CG8641	chr3L_-_7068808_7068998_7069049	3_Junction_112959_Junction_112961	J001	0.0143713502484472	32.9159737074164	9.62293272547215e-09	3.00236435753791e-07	7.71069573709012	4.12755595048146	-1.96796733590311	chr3L	7068808	7069049	242	-	19	26	32	9	4	5	12.18%	18.31%	14.81%	4.59%	2.47%	2.89%	0.117833333333333
CG8641	chr3L_-_7068808_7068998_7069049	3_Junction_112959_Junction_112961	J002	0.0117336860095041	34.6202700559263	4.0071188768251e-09	1.31270435372831e-07	14.8861846414386	16.1411650587838	0.370754236364768	chr3L	7068998	7069049	52	-	137	116	184	187	158	168	87.82%	81.69%	85.19%	95.41%	97.53%	97.11%	-0.117833333333333
CG8641	chr3L_-_7073639_7073642_7073734	3_Junction_112969_Junction_112970	J001	0.00951078451565939	8.02057313331761	0.00462489321367589	0.0316072090361439	7.81562531716165	8.97888505589621	0.474979343601605	chr3L	7073639	7073734	96	-	31	24	33	32	24	35	43.66%	50.00%	45.83%	60.38%	61.54%	68.63%	-0.1702
CG8641	chr3L_-_7073639_7073642_7073734	3_Junction_112969_Junction_112970	J002	0.00966052780604884	7.99355552257026	0.00469441368407038	0.0319690429370609	8.3523656140728	7.0629104196078	-0.560208623313152	chr3L	7073642	7073734	93	-	40	24	39	21	15	16	56.34%	50.00%	54.17%	39.62%	38.46%	31.37%	0.1702
Dscam2	chr3L_-_7167148_7167163_7167226	3_Junction_113126_Junction_113127	J001	0.0348825747601179	5.17983497540497	0.0228504940392841	0.108938088157154	4.11984656326115	5.11697895552512	0.661508883546703	chr3L	7167148	7167226	79	-	9	7	8	6	6	11	64.29%	50.00%	42.11%	75.00%	75.00%	84.62%	-0.260733333333333
Dscam2	chr3L_-_7167148_7167163_7167226	3_Junction_113126_Junction_113127	J002	0.0405943929082137	5.02991235032216	0.0249131592047324	0.116050051517019	4.02354831768911	2.67655388323766	-1.21175218867023	chr3L	7167163	7167226	64	-	5	7	11	2	2	2	35.71%	50.00%	57.89%	25.00%	25.00%	15.38%	0.260733333333333
lncRNA:CR43988	chr3L_-_72529_72710_72764	3_Junction_113211_Junction_113232	J001	0.0175409136951117	4.23702527489289	0.0395514089148205	0.160669157714493	9.3731711256843	9.87319178381503	0.186316026233621	chr3L	72529	72764	236	-	117	99	130	9	20	16	86.67%	90.00%	91.55%	90.00%	100.00%	100.00%	-0.0725999999999999
lncRNA:CR43988	chr3L_-_72529_72710_72764	3_Junction_113211_Junction_113232	J002	0.0263562823386421	4.09876815763326	0.0429144697122465	0.170077904881588	3.57058267931812	1.67018725901229	-2.23163494068464	chr3L	72710	72764	55	-	18	11	12	1	0	0	13.33%	10.00%	8.45%	10.00%	0.00%	0.00%	0.0726
CG13405	chr3L_-_74391_74403_74452	3_Junction_113645_Junction_113649	J001	0.0025382703804278	8.51167479495318	0.00352875139178066	0.0255109643248669	16.6115757968195	15.9206506020708	-0.20097281698236	chr3L	74391	74452	62	-	184	161	203	183	173	196	65.48%	63.39%	63.44%	56.66%	56.35%	55.84%	0.0782
CG13405	chr3L_-_74391_74403_74452	3_Junction_113645_Junction_113649	J002	0.00256382859505734	8.48854704808572	0.00357389107946093	0.0257561517652737	13.7992932789889	14.6948348719436	0.272882198537316	chr3L	74403	74452	50	-	97	93	117	140	134	155	34.52%	36.61%	36.56%	43.34%	43.65%	44.16%	-0.0782
CG42266	chr2L_-_16339822_16339826_16339881	3_Junction_11409_Junction_11410	J001	0.00933115643998881	8.05294084556191	0.00454298486229974	0.031166797366403	7.84361309612284	6.13582591591428	-0.800730978644254	chr2L	16339822	16339881	60	-	25	12	28	13	20	19	2.87%	1.87%	2.42%	1.00%	1.43%	1.53%	0.0106666666666667
CG42266	chr2L_-_16339822_16339826_16339881	3_Junction_11409_Junction_11410	J002	0.00763657536816727	8.48105807101282	0.00358863322025949	0.0258361685334632	25.2015748942877	25.6164599894364	0.110893021236523	chr2L	16339826	16339881	56	-	845	631	1127	1284	1381	1223	97.13%	98.13%	97.58%	99.00%	98.57%	98.47%	-0.0106666666666666
lncRNA:CR43974	chr3L_-_8058046_8070014_8070569_8082149_8082169_8082513	3_Junction_114721_Junction_114750_Junction_114753_Junction_114771_Junction_114773	J001	0.0486713430502746	11.5237950636637	0.000687109729052108	0.00667179808102123	2.69265422915733	5.39423553465032	2.0905815848107	chr3L	8058046	8082513	24468	-	3	8	4	3	7	7	0.72%	2.16%	0.82%	3.06%	6.73%	5.47%	-0.0385333333333333
lncRNA:CR43974	chr3L_-_8058046_8070014_8070569_8082149_8082169_8082513	3_Junction_114721_Junction_114750_Junction_114753_Junction_114771_Junction_114773	J002	0.222432091916238	1.12553416433789	0.288729918266006	0.56686221934924	2.73092653525043	4.02659081114607	1.15484036292268	chr3L	8070014	8082513	12500	-	8	1	7	0	3	6	1.91%	0.27%	1.43%	0.00%	2.88%	4.69%	-0.0132
lncRNA:CR43974	chr3L_-_8058046_8070014_8070569_8082149_8082169_8082513	3_Junction_114721_Junction_114750_Junction_114753_Junction_114771_Junction_114773	J003	0.0276416382200163	22.3382966316832	2.28601947358667e-06	4.59931653625684e-05	2.08291914126508	5.53644988823363	2.9240907554649	chr3L	8070569	8082513	11945	-	5	2	2	4	6	8	1.19%	0.54%	0.41%	4.08%	5.77%	6.25%	-0.0465333333333333
lncRNA:CR43974	chr3L_-_8058046_8070014_8070569_8082149_8082169_8082513	3_Junction_114721_Junction_114750_Junction_114753_Junction_114771_Junction_114773	J004	0.0203367017215625	5.6134892852177	0.0178227389209962	0.0904741660232097	13.0588403826482	14.1257840866774	0.331424600463706	chr3L	8082149	8082513	365	-	191	150	206	63	46	72	45.58%	40.43%	42.13%	64.29%	44.23%	56.25%	-0.1221
lncRNA:CR43974	chr3L_-_8058046_8070014_8070569_8082149_8082169_8082513	3_Junction_114721_Junction_114750_Junction_114753_Junction_114771_Junction_114773	J005	0.0128554641578594	25.1905409935118	5.19363024393666e-07	1.19158571607405e-05	14.1577437164025	11.6420278974911	-0.800938407636313	chr3L	8082169	8082513	345	-	212	210	270	28	42	35	50.60%	56.60%	55.21%	28.57%	40.38%	27.34%	0.2204
CG43783	chr3L_-_8932910_8932930_8932986	3_Junction_116647_Junction_116648	J001	0.0238014041798982	4.00525505172156	0.0453586339277929	0.17673827877451	4.66120898846655	5.76606308243458	0.658784029634647	chr3L	8932910	8932986	77	-	17	6	13	8	11	7	32.08%	20.69%	38.24%	42.11%	52.38%	53.85%	-0.1911
CG43783	chr3L_-_8932910_8932930_8932986	3_Junction_116647_Junction_116648	J002	0.0208768187248433	4.10481518402794	0.0427612648100391	0.169730004595505	6.76987155814495	5.86336768373212	-0.459250136445036	chr3L	8932930	8932986	57	-	36	23	21	11	10	6	67.92%	79.31%	61.76%	57.89%	47.62%	46.15%	0.1911
CG43783	chr3L_-_8934273_8934308_8934311_8934403	3_Junction_116662_Junction_116663_Junction_116664	J001	0.0128527481436402	242.719828120501	1.00386477506613e-54	6.38507693218049e-52	0.0501293119584929	13.1578755003688	16.7287926976711	chr3L	8934273	8934403	131	-	0	0	0	108	97	77	0.00%	0.00%	0.00%	8.46%	7.53%	6.24%	-0.0741
CG43783	chr3L_-_8934273_8934308_8934311_8934403	3_Junction_116662_Junction_116663_Junction_116664	J002	0.0158452555303637	0.166339849267374	0.683385398900408	0.864557423556216	12.4919291189746	12.7443008522849	0.0810061725956093	chr3L	8934308	8934403	96	-	82	51	126	81	102	74	6.34%	4.88%	7.65%	6.34%	7.92%	6.00%	-0.00463333333333334
CG43783	chr3L_-_8934273_8934308_8934311_8934403	3_Junction_116662_Junction_116663_Junction_116664	J003	0.0143691522244172	31.0146927921229	2.56082517400219e-08	7.3738220530289e-07	26.1471536523565	25.7094727453815	-0.116777694311274	chr3L	8934311	8934403	93	-	1212	994	1521	1088	1089	1083	93.66%	95.12%	92.35%	85.20%	84.55%	87.76%	0.0787333333333333
bol	chr3L_-_9107695_9107710_9107954	3_Junction_117164_Junction_117166	J001	0.00294957795110477	8.41301223323191	0.00372544890544119	0.026621419703498	33.3277921644457	32.9124092637599	-0.109381284833381	chr3L	9107695	9107954	260	-	3516	3275	5133	4609	4911	4778	93.84%	94.06%	93.98%	91.67%	92.85%	92.98%	0.0145999999999999
bol	chr3L_-_9107695_9107710_9107954	3_Junction_117164_Junction_117166	J002	0.002969627632212	8.3768283585591	0.00380035042934826	0.0270363579104941	18.593751416987	19.3596820710162	0.21392344137838	chr3L	9107710	9107954	245	-	231	207	329	419	378	361	6.16%	5.94%	6.02%	8.33%	7.15%	7.02%	-0.0146
fry	chr3L_-_9632170_9632173_9632231	3_Junction_118278_Junction_118279	J001	0.0185105960317268	9.2040550866754	0.00241479609694017	0.0188767237848057	16.6928680350606	15.3706495698769	-0.386435638404445	chr3L	9632170	9632231	62	-	153	166	201	165	167	192	59.30%	66.40%	51.54%	45.71%	44.41%	45.39%	0.1391
fry	chr3L_-_9632170_9632173_9632231	3_Junction_118278_Junction_118279	J002	0.018522399756393	9.19985164341861	0.00242034742069881	0.0189155156512302	14.9863531751601	16.324049666668	0.394002155048196	chr3L	9632173	9632231	59	-	105	84	189	196	209	231	40.70%	33.60%	48.46%	54.29%	55.59%	54.61%	-0.1391
Fmr1	chr3R_-_10103747_10104218_10104287	3_Junction_119358_Junction_119359	J001	0.00925422814339146	12.8701000438716	0.000333873760307977	0.00360828028873152	24.3339910882679	24.8859404156628	0.147986171673901	chr3R	10103747	10104287	541	-	742	591	1056	1203	1074	890	97.76%	96.57%	97.60%	98.77%	99.17%	98.56%	-0.0152333333333334
Fmr1	chr3R_-_10103747_10104218_10104287	3_Junction_119358_Junction_119359	J002	0.0115620340713101	12.1873001025165	0.000481159734812034	0.00491163967032615	7.56023267104208	5.42887386334025	-1.06283551648294	chr3R	10104218	10104287	70	-	17	21	26	15	9	13	2.24%	3.43%	2.40%	1.23%	0.83%	1.44%	0.0152333333333333
