Gene	AS_event_ID	AS_structure_ID	sub_junction_ID	sub-junction_dispersion_estimate	LRT_statistic-full_vs_reduced	LRT_p_value-full_vs_reduced	BH_adjusted_p-values	control	KD	fitting_parameter_log2fold_change_KD_control	sub_junction_chr	sub_junction_start_coor	sub_junction_end_coor	sub_junction_size	sub_junction_strand	raw_count.Control1	raw_count.Control2	raw_count.Control3	raw_count.SRPK1	raw_count.SRPK2	raw_count.SRPK3	percentage_usage.Control1	percentage_usage.Control2	percentage_usage.Control3	percentage_usage.SRPK1	percentage_usage.SRPK2	percentage_usage.SRPK3	deltaPSI
Snap25	chr3L_+_24131237_24188646_24210019	3_Junction_103067_Junction_103108	J001	0.127063444915974	23.3350059072693	1.36100321814018e-06	2.87322404655088e-05	3.90817962564021	1.29245922874066	-3.24646287714326	chr3L	24131237	24210019	78783	+	6	3	6	2	0	0	100.00%	100.00%	85.71%	22.22%	0.00%	0.00%	0.8783
Snap25	chr3L_+_24131237_24188646_24210019	3_Junction_103067_Junction_103108	J002	0.124377762178371	23.4425873004339	1.28697662528702e-06	2.73024508077978e-05	1.02764012821173	3.91334955710609	3.91443876195668	chr3L	24188646	24210019	21374	+	0	0	1	7	7	5	0.00%	0.00%	14.29%	77.78%	100.00%	100.00%	-0.8783
nvd	chr3L_+_24338290_24348268_24348327	3_Junction_103191_Junction_103199	J001	0.023108527061065	8.65230438763015	0.00326647971754591	0.0240401020484362	9.86461766572397	10.7730020038446	0.324502568044566	chr3L	24338290	24348327	10038	+	18	24	31	98	98	107	75.00%	75.00%	88.57%	89.91%	93.33%	94.69%	-0.1312
nvd	chr3L_+_24338290_24348268_24348327	3_Junction_103191_Junction_103199	J002	0.0329985060169597	8.01328366368764	0.00464354620220922	0.0316997218155864	5.3899314683585	3.47090991071792	-1.33660147142815	chr3L	24348268	24348327	60	+	6	8	4	11	7	6	25.00%	25.00%	11.43%	10.09%	6.67%	5.31%	0.1312
CG1146	chr3L_+_2488906_2489009_2490488_2490630_2490732_2490847_2490896_2490978	3_Junction_103633_Junction_103649_Junction_103666_Junction_103668_Junction_103669_Junction_103672_Junction_103675	J001	0.0360493421852174	0.697246962966048	0.403710303668256	0.677160385990427	5.15362526744802	4.53282155650271	-0.3939045902973	chr3L	2488906	2490978	2073	+	11	6	18	11	3	6	1.25%	0.78%	1.55%	1.41%	0.45%	0.81%	0.00303333333333333
CG1146	chr3L_+_2488906_2489009_2490488_2490630_2490732_2490847_2490896_2490978	3_Junction_103633_Junction_103649_Junction_103666_Junction_103668_Junction_103669_Junction_103672_Junction_103675	J002	0.0168763408468432	1.51929317068202	0.217726488932439	0.485745897664364	7.02843785643259	7.95594731443095	0.411149177351446	chr3L	2489009	2490978	1970	+	21	14	34	20	28	21	2.38%	1.81%	2.92%	2.57%	4.23%	2.83%	-0.00840000000000001
CG1146	chr3L_+_2488906_2489009_2490488_2490630_2490732_2490847_2490896_2490978	3_Junction_103633_Junction_103649_Junction_103666_Junction_103668_Junction_103669_Junction_103672_Junction_103675	J003	0.0291202925074758	0.610010813807406	0.434783738581994	0.701593600691032	7.75045110316079	8.46596665444347	0.299226340127753	chr3L	2490488	2490978	491	+	36	22	27	25	33	22	4.08%	2.85%	2.32%	3.21%	4.98%	2.97%	-0.00636666666666667
CG1146	chr3L_+_2488906_2489009_2490488_2490630_2490732_2490847_2490896_2490978	3_Junction_103633_Junction_103649_Junction_103666_Junction_103668_Junction_103669_Junction_103672_Junction_103675	J004	0.0251439564605355	8.49253591390639	0.0035660640992736	0.0257129656288246	5.40529172683665	3.2517921361578	-1.53942443262976	chr3L	2490630	2490978	349	+	14	13	11	5	1	4	1.59%	1.68%	0.95%	0.64%	0.15%	0.54%	0.00963333333333333
CG1146	chr3L_+_2488906_2489009_2490488_2490630_2490732_2490847_2490896_2490978	3_Junction_103633_Junction_103649_Junction_103666_Junction_103668_Junction_103669_Junction_103672_Junction_103675	J005	0.0739990987585734	0.343753418809129	0.557670648509402	0.789160882967813	3.34845928032539	2.90832628310341	-0.417480631366234	chr3L	2490732	2490978	247	+	6	3	5	3	5	0	0.68%	0.39%	0.43%	0.39%	0.76%	0.00%	0.00116666666666667
CG1146	chr3L_+_2488906_2489009_2490488_2490630_2490732_2490847_2490896_2490978	3_Junction_103633_Junction_103649_Junction_103666_Junction_103668_Junction_103669_Junction_103672_Junction_103675	J006	0.00369808386460085	0.676729560584448	0.410715168075363	0.682994307999518	23.3410350554179	23.5282651787441	0.0504731619632821	chr3L	2490847	2490978	132	+	767	689	1022	693	581	665	86.86%	89.25%	87.80%	89.07%	87.76%	89.74%	-0.00886666666666658
CG1146	chr3L_+_2488906_2489009_2490488_2490630_2490732_2490847_2490896_2490978	3_Junction_103633_Junction_103649_Junction_103666_Junction_103668_Junction_103669_Junction_103672_Junction_103675	J007	0.0096662695340296	2.91251429862062	0.0878947501591881	0.276336375870019	8.26702060363742	7.21476748262202	-0.455402468478762	chr3L	2490896	2490978	83	+	28	25	47	21	11	23	3.17%	3.24%	4.04%	2.70%	1.66%	3.10%	0.00996666666666666
miple2	chr3L_+_268960_271791_273390_273548	3_Junction_105103_Junction_105343_Junction_105472	J001	0.0330612304267948	16.2055923144469	5.68261142750091e-05	0.000798636273712724	1.27777207152318	4.22000001014865	3.51104407393407	chr3L	268960	273548	4589	+	1	1	0	5	6	6	0.66%	0.75%	0.00%	5.38%	5.56%	4.76%	-0.0476333333333333
miple2	chr3L_+_268960_271791_273390_273548	3_Junction_105103_Junction_105343_Junction_105472	J002	0.0124498113326765	2.61617766774089	0.105778968868925	0.311299039768594	14.2961668202196	14.0317521454135	-0.0807415797676958	chr3L	271791	273548	1758	+	140	128	155	83	99	116	92.11%	95.52%	95.68%	89.25%	91.67%	92.06%	0.0344333333333333
miple2	chr3L_+_268960_271791_273390_273548	3_Junction_105103_Junction_105343_Junction_105472	J003	0.0257942873307247	0.714397903254138	0.39798766936862	0.672777069431203	4.23630581883915	3.56841358621619	-0.515551061139218	chr3L	273390	273548	159	+	11	5	7	5	3	4	7.24%	3.73%	4.32%	5.38%	2.78%	3.17%	0.0132
Dbp80	chr3L_+_27381088_27420460_27420677	3_Junction_105502_Junction_105527	J001	0.0280179604137258	16.4324959061652	5.04135352951229e-05	0.000722260464070917	18.0590999621253	18.1442013684315	0.0240299651799738	chr3L	27381088	27420677	39590	+	243	215	302	341	243	246	99.18%	97.29%	98.37%	100.00%	100.00%	100.00%	-0.0171999999999999
Dbp80	chr3L_+_27381088_27420460_27420677	3_Junction_105502_Junction_105527	J002	0.0720072123492507	14.5214233119803	0.000138574672377881	0.00170507096882349	3.52284406408713	0.0497723766844214	-12.3395507352956	chr3L	27420460	27420677	218	+	2	6	5	0	0	0	0.82%	2.71%	1.63%	0.00%	0.00%	0.00%	0.0172
Shab	chr3L_+_2897429_2922777_2923554	3_Junction_105910_Junction_105932	J001	0.0682786561717561	9.17209504198385	0.00245733103625607	0.0191370351679144	4.89056002132472	6.46754811707291	0.876231346841492	chr3L	2897429	2923554	26126	+	11	12	10	15	17	8	64.71%	41.38%	52.63%	88.24%	94.44%	66.67%	-0.3021
Shab	chr3L_+_2897429_2922777_2923554	3_Junction_105910_Junction_105932	J002	0.0765692685826541	8.7699657549427	0.0030623119786082	0.0228405879272924	4.85315463139906	2.84726044809643	-1.59943594192194	chr3L	2922777	2923554	778	+	6	17	9	2	1	4	35.29%	58.62%	47.37%	11.76%	5.56%	33.33%	0.3021
CG2162	chr3L_+_3035364_3036070_3036199_3036489	3_Junction_106099_Junction_106104_Junction_106107	J001	0.0311593791569477	2.71561429513413	0.0993707096922022	0.298819162165275	12.3439898463829	12.945815753388	0.193002108632858	chr3L	3035364	3036489	1126	+	88	73	96	84	96	76	87.13%	91.25%	84.21%	88.42%	96.00%	92.68%	-0.0483666666666669
CG2162	chr3L_+_3035364_3036070_3036199_3036489	3_Junction_106099_Junction_106104_Junction_106107	J002	0.0750114006561821	0.0132175315420824	0.908470863525351	0.96670833514384	3.45813437947607	3.70901119307488	0.209163279301152	chr3L	3036070	3036489	420	+	6	3	5	7	1	6	5.94%	3.75%	4.39%	7.37%	1.00%	7.32%	-0.00536666666666668
CG2162	chr3L_+_3035364_3036070_3036199_3036489	3_Junction_106099_Junction_106104_Junction_106107	J003	0.0607640957337413	5.76977753277245	0.0163040983684334	0.0844602518576347	4.44513273146202	2.63777674073264	-1.5562141442325	chr3L	3036199	3036489	291	+	7	4	13	4	3	0	6.93%	5.00%	11.40%	4.21%	3.00%	0.00%	0.0537333333333333
Jafrac2	chr3L_+_3042450_3042772_3042850_3043043	3_Junction_106144_Junction_106153_Junction_106157	J001	0.00279494558967487	15.2545490110808	9.3950202524756e-05	0.00122051667550917	11.0918730005762	12.9838934800595	0.622121239748645	chr3L	3042450	3043043	594	+	66	57	77	81	74	94	3.91%	4.15%	3.99%	6.15%	5.71%	6.51%	-0.0210666666666667
Jafrac2	chr3L_+_3042450_3042772_3042850_3043043	3_Junction_106144_Junction_106153_Junction_106157	J002	0.00272987742994194	2.43804752954293	0.11842354486499	0.334719140918978	26.7861085906968	26.8891385216036	0.0274139898024117	chr3L	3042772	3043043	272	+	1548	1238	1744	1204	1194	1329	91.60%	90.17%	90.27%	91.42%	92.20%	92.04%	-0.0120666666666668
Jafrac2	chr3L_+_3042450_3042772_3042850_3043043	3_Junction_106144_Junction_106153_Junction_106157	J003	0.0101843147173664	35.8276880441325	2.15562555352785e-09	7.30762750312309e-08	12.3038986137308	8.35063096925217	-1.42412105532268	chr3L	3042850	3043043	194	+	76	78	111	32	27	21	4.50%	5.68%	5.75%	2.43%	2.08%	1.45%	0.0332333333333333
Jafrac2	chr3L_+_3043201_3043205_3043270	3_Junction_106159_Junction_106161	J001	0.0191347452036946	5.69332355007806	0.0170295723056197	0.0873520244718395	4.02845621265226	5.60482067729276	1.01233985670403	chr3L	3043201	3043270	70	+	4	5	9	16	9	11	0.17%	0.26%	0.32%	0.75%	0.41%	0.50%	-0.00303333333333333
Jafrac2	chr3L_+_3043201_3043205_3043270	3_Junction_106159_Junction_106161	J002	0.0129973792875767	6.1918061189586	0.0128343135202201	0.0702170954566903	29.7174229284434	29.3491307569225	-0.0974167343988395	chr3L	3043205	3043270	66	+	2293	1932	2799	2110	2207	2179	99.83%	99.74%	99.68%	99.25%	99.59%	99.50%	0.00303333333333333
PAN3	chr3L_+_3073478_3078044_3082227_3083202_3083731	3_Junction_106282_Junction_106288_Junction_106299_Junction_106301	J001	0.00770208734898407	12.0581067362781	0.000515676369248694	0.00521776116505046	11.4776001794283	12.6575936171203	0.387187661363646	chr3L	3073478	3083731	10254	+	70	46	69	109	84	82	45.45%	40.00%	39.43%	60.56%	53.50%	53.59%	-0.142566666666667
PAN3	chr3L_+_3073478_3078044_3082227_3083202_3083731	3_Junction_106282_Junction_106288_Junction_106299_Junction_106301	J002	0.0252019623100271	2.43929062081038	0.118329726815213	0.334615022158818	4.39113887964773	3.22086759582708	-0.929339832567131	chr3L	3078044	3083731	5688	+	8	7	5	4	5	3	5.19%	6.09%	2.86%	2.22%	3.18%	1.96%	0.0226
PAN3	chr3L_+_3073478_3078044_3082227_3083202_3083731	3_Junction_106282_Junction_106288_Junction_106299_Junction_106301	J003	0.020279505397367	0.734741817110702	0.39135048569703	0.667223828016264	8.21816450281396	7.55074495655987	-0.284775655028167	chr3L	3082227	3083731	1505	+	24	18	39	35	21	19	15.58%	15.65%	22.29%	19.44%	13.38%	12.42%	0.0276
PAN3	chr3L_+_3073478_3078044_3082227_3083202_3083731	3_Junction_106282_Junction_106288_Junction_106299_Junction_106301	J004	0.0303223893319188	3.26970142868453	0.0705704662931459	0.239160019262396	10.8142854517463	9.48738500457286	-0.478937203042746	chr3L	3083202	3083731	530	+	52	44	62	32	47	49	33.77%	38.26%	35.43%	17.78%	29.94%	32.03%	0.0923666666666667
eIF1	chr3L_+_3223526_3223649_3223768	3_Junction_106828_Junction_106830	J001	0.0305851307724997	15.4856089107435	8.31358046336115e-05	0.00110414042287944	34.6537168513173	33.1277150655916	-0.401585526719305	chr3L	3223526	3223768	243	+	5004	3827	5682	5675	4383	5408	99.88%	99.69%	99.84%	99.49%	99.21%	99.50%	0.00403333333333344
eIF1	chr3L_+_3223526_3223649_3223768	3_Junction_106828_Junction_106830	J002	0.0334169275304388	14.7853943066289	0.000120464930980315	0.00151562624972706	5.33176929340728	7.83710129457676	1.23915378312276	chr3L	3223649	3223768	120	+	6	12	9	29	35	27	0.12%	0.31%	0.16%	0.51%	0.79%	0.50%	-0.00403333333333333
Larp4B	chr3L_+_3225288_3225833_3226193_3226539_3226875	3_Junction_106842_Junction_106846_Junction_106848_Junction_106850	J001	0.0099613394607584	0.00427542712345996	0.947866073179994	0.983758010057347	18.3825113551063	18.5020693372281	0.0336083534250324	chr3L	3225288	3226875	1588	+	248	176	267	362	372	309	63.10%	55.35%	52.46%	57.64%	57.23%	56.49%	-0.00150000000000006
Larp4B	chr3L_+_3225288_3225833_3226193_3226539_3226875	3_Junction_106842_Junction_106846_Junction_106848_Junction_106850	J002	0.0257247841033197	0.390190418419138	0.532199326738754	0.771925246134194	7.28749813098562	7.8978212420018	0.267705861046407	chr3L	3225833	3226875	1043	+	14	19	20	32	43	20	3.56%	5.97%	3.93%	5.10%	6.62%	3.66%	-0.0064
Larp4B	chr3L_+_3225288_3225833_3226193_3226539_3226875	3_Junction_106842_Junction_106846_Junction_106848_Junction_106850	J003	0.0107118142690257	4.38656573070229	0.0362232074894184	0.151252198396342	6.96134994796022	5.61520130914328	-0.685777803080686	chr3L	3226193	3226875	683	+	15	14	19	11	20	13	3.82%	4.40%	3.73%	1.75%	3.08%	2.38%	0.0158
Larp4B	chr3L_+_3225288_3225833_3226193_3226539_3226875	3_Junction_106842_Junction_106846_Junction_106848_Junction_106850	J004	0.0127487851439425	0.0388362800650128	0.843773364804124	0.941892307151165	15.9121023509247	16.0712725547551	0.0465432312141276	chr3L	3226539	3226875	337	+	116	109	203	223	215	205	29.52%	34.28%	39.88%	35.51%	33.08%	37.48%	-0.00796666666666662
ZnT63C	chr3L_+_3304665_3309927_3310518	3_Junction_107055_Junction_107071	J001	0.00461694786831564	11.061682416558	0.000881301382321403	0.00824691488465953	17.0396534878709	17.7742183219348	0.209528920537643	chr3L	3304665	3310518	5854	+	180	185	244	309	273	206	70.04%	71.98%	73.27%	82.40%	78.67%	78.63%	-0.0813666666666666
ZnT63C	chr3L_+_3304665_3309927_3310518	3_Junction_107055_Junction_107071	J002	0.00477736863640624	10.9324673670375	0.000944935678108444	0.00874202602382449	12.5493808430183	11.2214563113357	-0.43913476733545	chr3L	3309927	3310518	592	+	77	72	89	66	74	56	29.96%	28.02%	26.73%	17.60%	21.33%	21.37%	0.0813666666666667
CG46463	chr3L_+_3461670_3462068_3462119	3_Junction_107424_Junction_107426	J001	0.0155573932677079	5.56117638031259	0.0183630709650363	0.0925878692304292	16.6875767507606	16.3260984209847	-0.104670152865483	chr3L	3461670	3462119	450	+	138	141	199	250	236	215	99.28%	100.00%	97.55%	96.53%	95.93%	97.29%	0.0236
CG46463	chr3L_+_3461670_3462068_3462119	3_Junction_107424_Junction_107426	J002	0.0295118062206343	5.10513883987656	0.0238550697646078	0.112409120277868	2.63707017082037	4.23552698622926	1.4104886684496	chr3L	3462068	3462119	52	+	1	0	5	9	10	6	0.72%	0.00%	2.45%	3.47%	4.07%	2.71%	-0.0236
CG42324	chr3L_+_3472707_3485743_3485842	3_Junction_107473_Junction_107504	J001	0.0834967696947712	4.92418324429023	0.0264833178659143	0.121141756125335	5.30517520001725	6.64762673412031	0.713292332149311	chr3L	3472707	3485842	13136	+	13	8	7	24	27	9	59.09%	44.44%	26.92%	80.00%	65.85%	56.25%	-0.238833333333333
CG42324	chr3L_+_3472707_3485743_3485842	3_Junction_107473_Junction_107504	J002	0.0865009468520731	4.82948993033084	0.0279769064554998	0.126123820884755	6.03011624537714	4.62414587781249	-0.824490463328352	chr3L	3485743	3485842	100	+	9	10	19	6	14	7	40.91%	55.56%	73.08%	20.00%	34.15%	43.75%	0.238833333333333
Ptpmeg	chr3L_+_347658_347779_349345_351316_351365	3_Junction_107483_Junction_107489_Junction_107518_Junction_107536	J001	0.0204575782630135	0.285055806974057	0.593406447489544	0.81167277590546	6.29681143670367	6.85867393632566	0.275258407015118	chr3L	347658	351365	3708	+	16	16	13	24	19	15	5.73%	6.15%	3.22%	5.30%	3.65%	3.83%	0.00773333333333334
Ptpmeg	chr3L_+_347658_347779_349345_351316_351365	3_Junction_107483_Junction_107489_Junction_107518_Junction_107536	J002	0.0421928670677645	10.0818786401237	0.00149734592929831	0.0128066835100589	18.341269975429	20.4500435748305	0.586425927563146	chr3L	347779	351365	3587	+	228	221	370	427	486	371	81.72%	85.00%	91.58%	94.26%	93.28%	94.64%	-0.0795999999999999
Ptpmeg	chr3L_+_347658_347779_349345_351316_351365	3_Junction_107483_Junction_107489_Junction_107518_Junction_107536	J003	0.0534675484233355	32.504653961867	1.18907438517253e-08	3.62885166640706e-07	6.3628621954389	2.13521948141246	-3.29135442909993	chr3L	349345	351365	2021	+	19	13	14	0	4	1	6.81%	5.00%	3.47%	0.00%	0.77%	0.26%	0.0475
Ptpmeg	chr3L_+_347658_347779_349345_351316_351365	3_Junction_107483_Junction_107489_Junction_107518_Junction_107536	J004	0.140314722962944	3.77122351175463	0.0521414793343697	0.194768041279174	5.50926799703513	4.09571748070973	-0.908656103445143	chr3L	351316	351365	50	+	16	10	7	2	12	5	5.73%	3.85%	1.73%	0.44%	2.30%	1.28%	0.0243
Eip63E	chr3L_+_3600491_3607304_3607396_3607500	3_Junction_107633_Junction_107641_Junction_107642	J001	0.0202024774574205	18.1829623090284	2.0066597353934e-05	0.000321470892921215	16.4793051016635	18.1808931413585	0.486092405156928	chr3L	3600491	3607500	7010	+	137	128	215	358	356	265	73.66%	75.29%	83.66%	89.28%	89.22%	91.38%	-0.124233333333333
Eip63E	chr3L_+_3600491_3607304_3607396_3607500	3_Junction_107633_Junction_107641_Junction_107642	J002	0.0162595649241562	24.5086982648722	7.39751264734351e-07	1.64380356270493e-05	10.5658333700955	8.02276214466219	-0.973494381900124	chr3L	3607304	3607500	197	+	48	40	42	37	37	24	25.81%	23.53%	16.34%	9.23%	9.27%	8.28%	0.129666666666667
Eip63E	chr3L_+_3600491_3607304_3607396_3607500	3_Junction_107633_Junction_107641_Junction_107642	J003	0.0643752453243993	1.61237898665757	0.204157712087175	0.467701860858433	1.85499052294704	3.13927039045522	1.54338290346981	chr3L	3607396	3607500	105	+	1	2	0	6	6	1	0.54%	1.18%	0.00%	1.50%	1.50%	0.34%	-0.0054
Scsalpha1	chr3L_+_3814355_3814997_3816630	3_Junction_107944_Junction_107946	J001	0.0149438696743991	14.7268984607362	0.000124260788745601	0.00155364681389766	15.3042786727216	15.9094935221454	0.178396544427279	chr3L	3814355	3816630	2276	+	141	141	188	168	195	132	95.92%	94.00%	93.07%	98.25%	98.48%	100.00%	-0.0458000000000001
Scsalpha1	chr3L_+_3814355_3814997_3816630	3_Junction_107944_Junction_107946	J002	0.0249516734382783	13.5043694091943	0.000238008612822949	0.00271097718020551	4.9657835062121	2.40997391711712	-2.1601598888473	chr3L	3814997	3816630	1634	+	6	9	14	3	3	0	4.08%	6.00%	6.93%	1.75%	1.52%	0.00%	0.0458
DOR	chr3L_+_4407384_4414457_4414858_4417818	3_Junction_109297_Junction_109309_Junction_109312	J001	0.0110559203288893	16.1896943043091	5.73050251102663e-05	0.000804311146626309	7.23337189262086	9.36365066128423	0.879929996686579	chr3L	4407384	4417818	10435	+	25	15	20	49	40	35	16.23%	13.04%	11.11%	30.25%	26.14%	22.88%	-0.129633333333333
DOR	chr3L_+_4407384_4414457_4414858_4417818	3_Junction_109297_Junction_109309_Junction_109312	J002	0.0159129764994217	0.0858609516808855	0.769506562875583	0.908243856780093	9.89857040558181	9.45873644958658	-0.163293787984081	chr3L	4414457	4417818	3362	+	36	32	60	51	36	40	23.38%	27.83%	33.33%	31.48%	23.53%	26.14%	0.0112999999999999
DOR	chr3L_+_4407384_4414457_4414858_4417818	3_Junction_109297_Junction_109309_Junction_109312	J003	0.0157792862691076	5.81293636732273	0.0159087094301689	0.0830010072690233	12.9695192793444	11.6643127842415	-0.424043480039344	chr3L	4414858	4417818	2961	+	93	68	100	62	77	78	60.39%	59.13%	55.56%	38.27%	50.33%	50.98%	0.118333333333333
Dnah3	chr3L_+_4870261_4870270_4870328	3_Junction_109885_Junction_109886	J001	0.0411182266557338	7.43353552603129	0.00640194405063337	0.0410446394966805	22.8684541039995	22.1108366223113	-0.205329601868423	chr3L	4870261	4870328	68	+	436	365	685	773	783	748	99.77%	99.46%	100.00%	98.72%	99.49%	98.81%	0.00736666666666674
Dnah3	chr3L_+_4870261_4870270_4870328	3_Junction_109885_Junction_109886	J002	0.0625711321055397	6.60697906943243	0.0101579842437892	0.0586253764985411	1.95944242742282	3.93861476418637	2.06054653035801	chr3L	4870270	4870328	59	+	1	2	0	10	4	9	0.23%	0.54%	0.00%	1.28%	0.51%	1.19%	-0.00736666666666667
Hipk	chr3L_+_543154_543277_546198_547480	3_Junction_110586_Junction_110590_Junction_110625	J001	0.0697845942580209	0.0389490662314955	0.843549602623891	0.941892307151165	3.84652850585825	3.99174542671382	0.111402466321295	chr3L	543154	547480	4327	+	2	6	8	8	8	2	0.97%	3.97%	4.26%	2.89%	3.60%	1.29%	0.00473333333333333
Hipk	chr3L_+_543154_543277_546198_547480	3_Junction_110586_Junction_110590_Junction_110625	J002	0.030433291867399	4.30597448496839	0.0379787307380674	0.156136672299001	15.9039769359851	16.7468433941531	0.244903217991173	chr3L	543277	547480	4204	+	193	135	171	264	207	152	93.69%	89.40%	90.96%	95.31%	93.24%	98.06%	-0.0418666666666667
Hipk	chr3L_+_543154_543277_546198_547480	3_Junction_110586_Junction_110590_Junction_110625	J003	0.0196214214491453	8.62456653029149	0.00331659352845203	0.0243275588273407	5.19864273265845	3.42050186223641	-1.26800578595432	chr3L	546198	547480	1283	+	11	10	9	5	7	1	5.34%	6.62%	4.79%	1.81%	3.15%	0.65%	0.0371333333333333
CG4835	chr3L_+_5439471_5479856_5479994	3_Junction_110620_Junction_110646	J001	0.132666499386064	21.4840938868989	3.56775782961089e-06	6.88484021423951e-05	0.0588843312049967	5.16991249252265	13.017455633289	chr3L	5439471	5479994	40524	+	0	0	0	7	11	15	0.00%	0.00%	0.00%	25.93%	52.38%	55.56%	-0.446233333333333
CG4835	chr3L_+_5439471_5479856_5479994	3_Junction_110620_Junction_110646	J002	0.111816229768506	22.7025957105416	1.89112236536427e-06	3.87273165041014e-05	6.22808895864493	5.73916577567046	-0.258659418962764	chr3L	5479856	5479994	139	+	18	10	13	20	10	12	100.00%	100.00%	100.00%	74.07%	47.62%	44.44%	0.446233333333333
scny	chr3L_+_5769933_5771333_5771371_5771616	3_Junction_111092_Junction_111096_Junction_111098	J001	0.00614734752180142	1.37702122423076	0.240609193533446	0.513411531564011	18.4977467164149	18.8171411121306	0.0895426868121092	chr3L	5769933	5771616	1684	+	252	184	282	374	384	333	75.68%	75.10%	75.81%	78.90%	81.01%	75.00%	-0.0277333333333335
scny	chr3L_+_5769933_5771333_5771371_5771616	3_Junction_111092_Junction_111096_Junction_111098	J002	0.0306854676833174	12.4889121595291	0.000409374509426469	0.0042943546473001	5.91998899715416	3.28498143746363	-1.79443452561956	chr3L	5771333	5771616	284	+	7	12	15	3	6	5	2.10%	4.90%	4.03%	0.63%	1.27%	1.13%	0.0266666666666667
