FlyBaseID,Control_rep1.norm,Control_rep2.norm,Control_rep3.norm,U2af38_rep1.norm,U2af38_rep2.norm,U2af38_rep3.norm,SRPK_rep1.norm,SRPK_rep2.norm,SRPK_rep3.norm
FBgn0050339,6.8954,0,3.3722,80.306,80.7548,113.488,1.0856,4.1845,8.7242
FBgn0050340,0,1.5645,2.2481,67.457,71.1411,91.4209,2.1713,3.1384,8.7242
FBgn0033429,450.9615,511.5937,472.1013,268.7574,247.0712,293.1774,504.8217,670.5636,538.4051
FBgn0033427,1249.4531,1151.4769,1210.6027,376.9028,450.8809,472.8668,1277.796,1291.9595,1350.9981
FBgn0033421,303.3992,278.4822,290.0051,511.8169,493.181,556.932,374.5451,320.1131,341.4884
FBgn0029092,672.9946,597.6415,629.4684,1137.1329,1151.7171,1238.9109,536.3052,554.4442,469.8582
FBgn0033412,8.2745,1.5645,11.2405,69.5985,73.0639,102.9799,10.8564,8.369,12.4631
FBgn0016078,413.7262,417.7233,395.6659,579.2739,575.8586,580.0499,341.976,443.5553,426.2374
FBgn0028473,1944.5131,1990.0524,1813.0939,3234.7255,3290.7577,3083.0913,2412.2878,2354.8186,2101.2756
FBgn0033408,30.3399,46.9352,21.357,40.6884,41.3388,52.5408,149.8181,146.457,162.0201
FBgn0033405,23.4445,35.9837,44.962,216.2908,221.1143,264.8054,72.7378,65.9056,77.2711
FBgn0011746,4534.439,4898.4702,4154.4916,537.5148,493.181,575.8466,743.6621,773.0835,908.5587
FBgn0025709,13.7909,15.6451,8.9924,116.7114,172.0846,198.604,91.1936,69.044,88.4879
FBgn0033371,11838.0853,11542.9299,12898.4825,1667.1525,1894.8535,2163.6282,10283.1639,11162.112,11974.5291
FBgn0010220,478.5433,450.5779,437.2557,474.3407,486.4515,538.0173,472.2526,410.0795,438.7005
FBgn0033376,318.5692,362.9655,420.395,420.8034,427.8081,465.5111,289.8654,302.329,331.518
FBgn0015838,832.9687,661.7863,718.2684,1052.5439,1033.469,964.6482,916.2785,858.8654,744.046
FBgn0033378,850.8969,929.3169,871.1393,971.1672,945.9847,851.1602,1200.7157,1121.4418,952.1795
FBgn0003612,5771.4803,5879.4159,6536.3552,2320.3079,2476.4802,2472.5678,5573.6659,5860.3703,6578.0146
FBgn0033381,96.5361,56.3222,76.4355,110.2869,99.9821,101.9291,69.4808,63.8134,92.2268
FBgn0033382,9510.186,9138.2832,10147.9303,1779.5809,1962.1491,1915.6358,7797.0527,9126.3604,9448.2624
FBgn0028955,0,0,0,0,0,0,0,0,0
FBgn0050342,193.0722,170.5312,185.4684,197.0174,225.9211,191.2483,208.4425,230.1466,216.8576
FBgn0050344,708.8509,544.4483,638.4608,275.1819,307.6373,309.9904,598.1866,564.9054,512.2327
FBgn0050345,262.0266,251.8856,222.5621,226.9983,244.1871,201.7565,294.2079,358.8195,243.0301
FBgn0033389,15.17,25.0321,20.2329,88.872,75.948,89.3193,29.3122,19.8763,17.4483
FBgn0015561,2.7582,0,0,50.3251,56.7206,54.6424,18.4558,16.7379,12.4631
FBgn0033395,17.9281,4.6935,20.2329,42.8299,34.6092,49.3883,69.4808,52.3061,72.2859
FBgn0015037,2235.5005,1927.4722,1971.585,939.0448,898.8777,871.1257,986.845,1100.5194,1149.0961
FBgn0033397,2140.3435,2323.2923,2126.704,308.375,313.4055,308.9396,977.0743,1220.8233,1192.7169
FBgn0050343,53.7844,45.3707,33.7215,63.174,74.0252,71.4554,57.5388,50.2138,61.0691
FBgn0033401,521.295,516.2872,469.8532,400.4592,413.3876,437.1391,582.9877,621.3959,609.4447
FBgn0028408,66.1962,78.2253,85.4279,108.1454,122.0936,146.0633,86.851,98.3354,68.547
FBgn0033402,616.452,650.8348,653.0735,367.2661,451.8423,470.7651,503.7361,513.6455,508.4937
FBgn0026326,526.8113,478.739,492.3342,926.1958,880.6118,923.6664,703.4935,645.4567,623.1541
FBgn0033400,386.1444,402.0782,385.5494,807.3429,732.5613,754.4852,411.4568,419.4946,345.2274
FBgn0020621,2189.9906,2090.1808,2255.9699,2207.8795,2191.9157,2151.0184,1897.6954,1934.2779,1824.5952
FBgn0033392,310.2946,397.3847,322.6026,399.3885,383.5853,432.9358,309.4069,286.6372,255.4932
FBgn0033391,16.549,7.8225,12.3646,12.849,39.416,29.4228,17.3702,25.1069,13.7094
FBgn0015477,4218.628,4584.0044,4465.8537,4107.384,4088.6919,4355.6284,5180.6649,5141.6852,5112.3562
FBgn0033388,13.7909,14.0806,10.1165,29.9809,29.8024,35.7277,19.5415,7.3228,11.2168
FBgn0033387,1334.9565,1322.0081,1202.7343,723.8247,759.4796,816.4833,537.3909,709.2701,702.9178
FBgn0027561,7303.6463,7044.9733,7855.9908,2275.3365,2629.3375,2470.4662,6875.346,7655.5141,7904.0865
FBgn0033379,609.5566,607.0286,680.0507,597.4766,624.8883,561.1352,765.3748,722.8697,722.8587
FBgn0033377,39155.0464,40057.6276,43173.6657,14829.8405,15246.3122,15605.6542,31077.4758,36258.557,38325.223
FBgn0033375,190.314,200.2568,189.9646,120.9944,109.5958,135.5551,146.5611,140.1802,147.0644
FBgn0033374,97.9152,106.3865,89.9241,188.4514,199.9642,190.1975,154.1606,152.7337,125.8771
FBgn0033373,1162.5706,1007.5423,1125.1748,382.2565,388.3921,408.7671,637.2696,684.1632,734.0755
FBgn0033372,45.5099,40.6772,41.5899,92.0842,79.7934,69.3538,75.9947,69.044,84.749
FBgn0024189,148.9414,143.9346,158.4912,1300.9571,1370.9087,1546.7997,321.3489,242.7001,291.6361
FBgn0050350,8700.6617,8720.5599,9775.8695,3845.0511,4323.2654,4136.008,6572.453,7668.0676,8049.9046
FBgn0011286,1099.1326,1199.9766,1193.7419,4154.4968,4094.4601,4463.8623,1089.9806,1049.2595,1205.18
FBgn0021825,881.2368,880.8172,949.8229,965.8134,1102.6874,972.0039,1116.0359,1140.272,1039.421
FBgn0033339,2734.7301,2373.3565,2563.9598,2033.3478,1940.9991,1880.9589,3103.8393,3248.206,3011.0806
FBgn0033340,37.2354,25.0321,25.8532,31.0517,36.5319,76.7095,43.4255,99.3815,29.9114
FBgn0004921,3988.3205,4031.7336,3862.2384,3103.0237,3073.4889,2965.4001,3417.5887,3315.1577,3565.6877
FBgn0050349,536.465,533.4968,546.2887,626.3868,615.2746,611.5744,648.1259,720.7774,797.6372
FBgn0002552,773.668,746.2697,818.309,428.2986,456.6491,451.8505,728.4632,724.9619,742.7997
FBgn0033349,1572.1595,1425.2655,1544.4457,2296.7515,2469.7507,2409.5189,1589.3742,1569.1816,1518.0034
FBgn0033350,3193.9662,2888.0792,3002.3396,1666.0817,1626.6322,1693.9139,2529.5367,2623.6717,2807.9323
FBgn0033352,1214.9759,1231.2667,1392.6989,609.2548,647.9611,632.5907,1551.3768,1553.4898,1599.0134
FBgn0033353,34.4772,31.2901,46.0861,22.4857,32.6865,44.1342,39.083,18.8302,12.4631
FBgn0033355,39.9935,37.5482,33.7215,113.4991,109.5958,72.5062,45.5968,39.7526,31.1577
FBgn0033357,1358.401,1910.2626,1281.4179,517.1706,413.3876,523.3059,766.4605,1369.3725,859.9526
FBgn0011300,1002.5965,927.7524,943.0786,2304.2467,2293.8206,2347.5208,999.8727,1052.3978,1020.7264
FBgn0033364,6798.9004,6707.0399,6554.34,4240.1566,4471.3158,4131.8048,6707.0721,7006.9191,7211.1392
FBgn0033369,2716.802,2639.3227,2856.213,1299.8864,1282.463,1351.3481,2486.1112,2562.9967,2607.2767
FBgn0033368,337.8764,276.9177,349.5798,263.4037,285.5259,370.9377,455.968,382.8803,362.6757
FBgn0033367,75.8498,46.9352,43.838,102.7917,161.5096,130.3011,198.6718,83.6897,84.749
FBgn0033366,37.2354,53.1932,52.8304,95.2964,77.8707,90.3701,8.6851,13.5996,8.7242
FBgn0033365,66.1962,73.5318,52.8304,118.8529,96.1367,104.0307,90.108,110.8888,95.9657
FBgn0033363,37.2354,56.3222,59.5747,17.1319,24.0342,15.7622,9.7707,9.4151,6.2315
FBgn0033362,51.0262,46.9352,59.5747,49.2543,55.7593,50.4391,92.2792,92.0587,89.7342
FBgn0033358,1.3791,1.5645,2.2481,31.0517,26.9183,31.5245,4.3426,2.0922,1.2463
FBgn0033356,478.5433,430.2393,358.5722,478.6237,595.0859,533.814,292.0366,348.3583,316.5623
FBgn0027607,2025.8792,2052.6327,2217.7522,2720.7671,2818.7267,2871.8775,2720.609,2689.5773,2741.878
FBgn0033354,471.6479,531.9323,479.9697,292.3138,295.1395,297.3807,616.6424,509.461,567.0702
FBgn0033351,484.0596,497.5131,499.0785,630.6698,617.1973,511.7469,678.5238,605.7041,524.6957
FBgn0033348,38.6144,42.2417,58.4506,66.3863,64.4116,40.9818,60.7957,65.9056,53.5913
FBgn0033347,66.1962,35.9837,42.7139,17.1319,12.4978,28.372,33.6548,24.0608,23.6799
FBgn0003074,18358.4101,17927.6814,19510.1491,4716.6388,5004.8743,4883.1375,14405.3317,16652.1555,17407.1864
FBgn0033344,3260.1624,3042.9654,3336.1827,428.2986,468.1855,447.6472,2820.4877,3125.8098,3424.8549
FBgn0033341,569.5631,594.5125,542.9165,895.1442,850.8094,884.7863,630.7557,581.6433,670.5138
FBgn0027513,1048.1063,1051.3485,1151.028,284.8186,310.5214,308.9396,1677.3108,1550.3515,1726.1368
FBgn0033337,1555.6105,1631.7804,1811.9698,2425.2411,2509.1667,2620.7327,1834.7284,1957.2926,2058.9011
FBgn0053199,2.7582,0,1.1241,12.849,9.6137,18.9147,2.1713,3.1384,3.7389
FBgn0033303,262.0266,234.676,251.7874,18.2027,17.3046,24.1687,90.108,116.1194,88.4879
FBgn0033304,222.0331,228.418,229.3064,95.2964,128.8231,133.4535,223.6414,220.7316,211.8724
FBgn0033307,9.6536,12.5161,11.2405,7.4952,5.7682,18.9147,13.0277,13.5996,23.6799
FBgn0033313,2771.9655,2598.6455,2649.3876,2061.1872,2202.4908,1963.9733,2284.1825,2207.3155,2515.0499
FBgn0022027,979.152,938.704,995.909,1096.4445,1045.0054,993.0202,1078.0386,1047.1672,1161.5592
FBgn0033316,1170.8451,1128.0093,1184.7495,1805.2788,1714.1166,1783.2331,1215.9147,1269.991,1354.737
FBgn0050354,1055.0018,2179.3577,1311.7672,275.1819,127.8618,210.163,513.5068,1110.9806,648.0803
FBgn0011906,0,0,0,4.283,5.7682,9.4573,1.0856,0,0
FBgn0001285,1.3791,0,0,71.74,81.7162,100.8782,0,2.0922,0
FBgn0033321,84.1243,68.8383,67.443,114.5699,122.0936,123.9962,75.9947,58.5828,81.01
FBgn0033323,7848.3858,7545.6154,8112.2743,2416.6751,2438.0256,2528.261,8206.3383,8616.8994,8800.1821
FBgn0043576,13.7909,1.5645,11.2405,44.9714,55.7593,57.7948,3.2569,7.3228,2.4926
FBgn0033327,9.6536,4.6935,2.2481,55.6788,60.5661,64.0997,0,3.1384,3.7389
FBgn0043575,17.9281,7.8225,10.1165,24.6272,30.7637,57.7948,19.5415,5.2306,4.9852
FBgn0005695,263.4057,236.2405,238.2988,340.4974,388.3921,381.4459,290.951,219.6854,204.3945
FBgn0027585,1263.244,1071.687,1180.2533,1211.0144,1253.622,1235.7585,983.5881,915.356,889.864
FBgn0033330,13195.1072,13182.5328,14138.3105,5597.8632,5869.1428,5603.9966,9801.1406,11394.3509,12739.7623
FBgn0050356,2545.7951,2557.9683,2825.8636,313.7288,343.2079,339.4133,1984.5464,2289.9591,2629.7103
FBgn0040777,2170.6834,1980.6654,2131.2002,1310.5938,1379.561,1226.3012,2162.5911,2107.934,2162.3447
FBgn0050357,1501.8261,1520.7004,1756.8913,156.329,177.8528,212.2646,1119.2929,1327.5277,1425.7766
FBgn0033326,395.7981,361.401,359.6962,41.7591,37.4933,33.6261,466.8244,435.1864,472.3508
FBgn0033324,1017.7664,944.962,1017.2659,147.763,146.1277,154.4698,851.1403,800.2826,876.1547
FBgn0033322,5052.9758,5084.6465,5104.3145,442.2183,540.288,528.56,4045.0875,4632.2242,4811.9959
FBgn0033320,165.4905,215.9019,170.8557,192.7344,157.6641,192.2992,112.9064,121.35,145.8181
FBgn0050355,4857.1454,5790.239,5429.1652,1155.3356,1060.3873,1151.6933,3192.8616,4013.9666,4550.2712
FBgn0033317,2398.2328,2356.147,2403.2205,1748.5292,1750.6485,1650.8304,2124.5937,2276.3595,2238.3695
FBgn0033315,115.8433,71.9673,100.0405,92.0842,91.3298,84.0652,113.992,101.4737,107.1825
FBgn0033312,39.9935,14.0806,19.1089,31.0517,28.841,38.8802,13.0277,19.8763,9.9705
FBgn0033309,4142.7782,3969.1533,4006.1169,6343.1029,6534.4085,6206.1137,4257.8726,4274.4508,4229.97
FBgn0033308,9.6536,12.5161,16.8608,96.3672,102.8662,110.3356,18.4558,13.5996,19.9409
FBgn0033302,82.7452,37.5482,44.962,59.9618,46.1456,93.5225,22.7984,49.1677,49.8523
FBgn0033301,39.9935,7.8225,11.2405,431.5109,447.0354,476.0192,10.8564,11.5073,13.7094
FBgn0033283,12973.0742,12591.1493,13128.9129,4938.2833,4923.1581,4992.4223,9565.5572,10830.4917,11568.2326
FBgn0033287,116568.7326,126168.0722,129314.1717,31974.6351,34522.6729,31839.6958,90290.3481,102499.9906,111606.8981
FBgn0028836,2806.4426,2715.9835,2816.8712,3020.5762,2917.7475,2922.3166,2538.2218,2439.5544,2719.4445
FBgn0002534,5.5163,3.129,5.6203,14.9905,12.4978,14.7114,5.4282,8.369,0
FBgn0002535,0,3.129,2.2481,11.7782,16.3432,11.559,5.4282,3.1384,0
FBgn0014469,535.0859,622.6736,729.5089,228.069,230.728,246.9415,317.0063,532.4756,595.7353
FBgn0015034,24.8236,23.4676,42.7139,32.1224,53.8365,55.6932,10.8564,39.7526,68.547
FBgn0002569,2.7582,0,4.4962,42.8299,30.7637,38.8802,0,2.0922,0
FBgn0033294,4.1373,4.6935,0,31.0517,35.5706,43.0834,1.0856,6.2767,7.4778
FBgn0050359,213.7585,203.3859,223.6861,126.3481,101.9049,110.3356,196.5005,217.5932,243.0301
FBgn0050360,259.2684,248.7566,293.3772,803.06,787.3592,730.3165,351.7467,306.5135,398.8186
FBgn0033297,1.3791,0,0,56.7496,36.5319,59.8965,6.5138,0,3.7389
FBgn0050361,55.1635,37.5482,40.4658,122.0651,128.8231,136.606,54.2819,36.6142,34.8966
FBgn0033296,0,0,0,29.9809,24.9955,35.7277,0,0,1.2463
FBgn0002571,0,3.129,1.1241,9.6367,10.575,17.8639,1.0856,0,0
FBgn0002570,4.1373,3.129,6.7443,35.3346,27.8796,26.2704,6.5138,12.5535,7.4778
FBgn0033292,1070.1717,1178.0735,1192.6179,102.7917,74.9866,127.1486,1109.5221,1087.9659,1165.2982
FBgn0002533,12.4118,7.8225,6.7443,16.0612,11.5364,14.7114,6.5138,4.1845,7.4778
FBgn0011812,0,0,0,2.1415,6.7296,6.3049,0,0,0
FBgn0002531,1.3791,0,1.1241,7.4952,11.5364,14.7114,0,0,2.4926
FBgn0033289,48.2681,68.8383,79.8076,145.6215,155.7414,151.3174,269.2382,233.285,250.5079
FBgn0033286,123418.6592,132108.5038,143111.8948,31577.3881,33024.8638,35243.2858,100897.0322,114415.3098,127881.1904
FBgn0050362,19555.4578,19090.1098,21053.4708,7145.0921,7811.1032,7698.271,14827.6449,16699.231,18486.4893
FBgn0050363,0,0,0,0,0,0,0,0,0
FBgn0050366,0,0,0,0,0,0,0,0,0
FBgn0050364,0,0,0,0,0,0,0,0,0
FBgn0050365,0,0,0,0,0,0,0,0,0
FBgn0028563,37.2354,53.1932,48.3342,183.0977,154.78,172.3337,31.4835,28.2453,34.8966
FBgn0028562,2.7582,4.6935,1.1241,85.6597,79.7934,90.3701,1.0856,2.0922,6.2315
FBgn0028561,3033.992,2970.9981,3360.9118,232.352,255.7235,333.1084,2245.0996,2527.4286,2685.7941
FBgn0033257,132.3924,106.3865,109.0329,232.352,202.8483,254.2972,237.7547,234.3311,272.9415
FBgn0033259,1256.3485,1426.83,1276.9217,875.8707,918.1051,782.8572,1502.5231,1346.3578,1384.6484
FBgn0033261,95.157,111.08,110.157,192.7344,195.1574,213.3155,112.9064,134.9496,98.4583
FBgn0033264,1348.7474,1198.4121,1216.2229,886.5782,876.7663,902.6501,1791.3028,1832.8042,1601.506
FBgn0033266,453.7197,344.1915,404.6583,386.5395,441.2672,352.023,468.9957,400.6644,412.528
FBgn0005648,2243.775,2292.0022,1937.8635,3220.8058,2972.5454,2898.1479,2233.1575,2063.9969,1914.3294
FBgn0050297,0,3.129,1.1241,14.9905,15.3819,15.7622,9.7707,4.1845,1.2463
FBgn0021995,653.6874,602.3351,693.5393,1095.3738,1046.9282,1112.8131,696.9796,721.8236,671.7601
FBgn0033273,504.7459,474.0455,529.4279,654.2262,598.9314,654.6578,571.0456,478.0773,537.1588
FBgn0011659,484.0596,474.0455,503.5747,57.8203,86.523,72.5062,384.3159,413.2178,390.0945
FBgn0053087,1688.0028,1864.8919,2189.6509,2644.7441,2671.6377,2842.4547,2783.576,2933.3235,3175.5933
FBgn0013726,1246.6949,1317.3146,1314.0153,795.5647,780.6296,830.1439,1042.2126,1112.0267,1043.16
FBgn0033277,12.4118,10.9515,11.2405,35.3346,39.416,45.185,15.1989,10.4612,13.7094
FBgn0050369,1354.2637,1907.1336,1471.3824,502.1802,328.7874,397.2081,844.6264,1518.9678,1046.8989
FBgn0033278,1547.3359,1664.635,1783.8686,462.5625,363.3966,489.6798,861.9966,946.7396,1149.0961
FBgn0050371,0,1.5645,0,93.155,90.3685,89.3193,2.1713,8.369,0
FBgn0050375,182.0395,181.4828,183.2203,69.5985,50.9524,55.6932,93.3649,101.4737,68.547
FBgn0050376,39275.027,40910.2837,43641.2708,11099.3593,11361.4299,11305.7191,28229.8471,31411.878,34460.4214
FBgn0033280,6702.3642,6951.1029,6629.6514,4178.0533,4038.7009,4166.4816,4040.7449,4432.4151,4782.0845
FBgn0033279,11318.1694,11965.3467,12106.0267,4015.2998,4656.8596,4442.846,8570.027,9746.7102,10117.5299
FBgn0010109,2.7582,1.5645,5.6203,80.306,81.7162,87.2176,4.3426,6.2767,2.4926
FBgn0033275,0,0,1.1241,25.6979,22.1114,49.3883,1.0856,4.1845,1.2463
FBgn0033274,6335.527,6442.6383,6745.4286,2377.0575,2423.6051,2317.0472,4465.2294,4628.0397,5158.4696
FBgn0050373,290.9874,280.0467,260.7798,404.7422,279.7577,322.6002,353.918,315.9286,345.2274
FBgn0033272,615.0729,635.1897,572.1418,717.4002,760.4409,702.9953,639.4408,655.9179,730.3366
FBgn0033271,2.7582,18.7741,10.1165,62.1033,57.682,47.2867,3.2569,5.2306,3.7389
FBgn0050374,13.7909,1.5645,3.3722,18.2027,30.7637,31.5245,1.0856,12.5535,3.7389
FBgn0010504,12461.4328,12847.7284,13303.1408,5044.2873,4991.4151,4743.3791,8655.7924,10109.7142,10227.205
FBgn0033268,23724.4387,28841.6796,27007.5676,17066.6301,16579.7276,15713.8882,19272.2473,23946.7579,22917.1149
FBgn0033260,1969.3367,1914.9561,1825.4584,1923.0609,1966.956,1784.2839,2621.816,2376.7871,2323.1185
FBgn0033258,6997.4889,7400.1163,7518.7755,3596.6378,3611.8541,3644.2266,5309.8559,5588.3789,5843.9391
FBgn0025469,222.0331,209.6439,211.3215,122.0651,120.1708,128.1994,242.0973,222.8238,279.173
FBgn0021814,5212.95,5169.1299,5290.9069,4138.4356,4380.9474,3990.9955,4262.2151,4376.9706,4760.8973
FBgn0040778,1383.2246,1320.4436,1212.8508,1151.0526,1075.7692,1097.0509,1157.2902,1114.119,1201.4411
FBgn0033252,73.0916,61.0158,57.3266,782.7158,779.6683,915.2599,201.9287,208.1781,167.0053
FBgn0033221,4.1373,3.129,6.7443,11.7782,13.4591,11.559,6.5138,10.4612,7.4778
FBgn0033222,6.8954,10.9515,8.9924,4.283,4.8068,6.3049,4.3426,3.1384,3.7389
FBgn0002891,1174.9824,1046.6549,1170.1368,394.0348,473.9537,449.7488,2201.674,2059.8124,2030.236
FBgn0003317,1293.5839,1251.6053,1155.5242,1730.3265,1766.0304,1597.2389,1512.2938,1438.4165,1469.3974
FBgn0033226,5992.1343,5812.1421,6069.8741,2688.6447,2770.6584,2588.1575,5039.532,5805.9721,5749.2197
FBgn0003082,302.0201,214.3374,232.6785,412.2374,403.774,436.0882,486.3659,484.3541,429.9763
FBgn0033229,201.3467,181.4828,138.2582,112.4284,98.0594,98.7766,257.2962,223.8699,185.6999
FBgn0040780,22.0654,18.7741,24.7291,32.1224,19.2273,18.9147,20.6271,21.9685,29.9114
FBgn0050377,59.3008,35.9837,62.9468,28.9102,42.3001,37.8293,116.1633,120.3039,89.7342
FBgn0015509,7900.7911,7813.1461,8409.0237,1909.1412,1949.6514,1947.1603,6323.8418,6998.5501,7314.5827
FBgn0033234,128.2551,148.6281,164.1114,20.3442,41.3388,33.6261,170.4452,174.7022,160.7738
FBgn0026722,344.7718,275.3532,261.9038,280.5356,275.9122,277.4152,277.9233,299.1906,306.5918
FBgn0050379,13.7909,6.258,6.7443,2.1415,1.9227,2.1016,10.8564,4.1845,8.7242
FBgn0033238,3433.9274,3498.2368,3816.1523,604.9718,684.493,591.6089,1872.7257,2105.8418,2012.7877
FBgn0050378,13168.9046,13068.3238,14577.8143,2879.2376,3016.7682,3123.0223,8733.9584,9476.811,10248.3922
FBgn0033240,326.8437,229.9825,200.081,76.023,97.098,85.116,463.5675,495.8614,439.9468
FBgn0027548,725.3999,704.028,693.5393,675.6411,641.2315,562.186,694.8084,699.855,623.1541
FBgn0027054,1391.4991,1478.4588,1562.4306,1264.5517,1315.1494,1159.049,1678.3965,1589.0579,1757.2945
FBgn0033247,1391.4991,1192.154,1276.9217,1732.468,1688.1597,1608.7978,1259.3402,1180.0246,1282.4511
FBgn0013307,11.0327,6.258,5.6203,31.0517,14.4205,12.6098,1.0856,4.1845,2.4926
FBgn0013308,113.0852,51.6287,67.443,38.5469,43.2615,54.6424,128.1053,117.1656,109.6751
FBgn0033249,2.7582,4.6935,0,11.7782,17.3046,24.1687,3.2569,0,6.2315
FBgn0027788,30.3399,21.9031,31.4734,27.8394,34.6092,43.0834,14.1133,7.3228,14.9557
FBgn0033248,4192.4254,4102.1364,4555.7777,161.6827,257.6462,262.7038,2827.0016,3035.8434,3272.8053
FBgn0033246,5410.1595,5133.1462,5949.6007,9764.1383,9477.1515,11185.9261,5957.9818,5753.666,5928.688
FBgn0033244,943.2957,868.3012,923.9697,1058.9684,1121.9148,1145.3884,1029.1849,1005.3224,997.0465
FBgn0033243,4157.9482,4216.3454,4316.3549,2079.3899,2052.5176,2086.9187,4033.1455,4044.3041,4399.4679
FBgn0026361,179.2813,154.8862,152.8709,350.1341,398.0058,453.9521,175.8734,203.9936,205.6409
FBgn0033241,1530.7869,1631.7804,1399.4432,572.8494,630.6565,578.9991,1442.813,1411.2174,1506.7866
FBgn0033236,544.7395,510.0292,514.8152,991.5114,970.0189,1101.2542,465.7387,482.2618,442.4394
FBgn0050380,8.2745,6.258,4.4962,78.1645,74.0252,99.8274,8.6851,2.0922,4.9852
FBgn0033235,14419.7367,14111.8497,15483.7992,6079.6992,6181.5869,6093.6764,10919.3478,11891.2584,13021.4279
FBgn0023171,2958.1422,2924.0629,3326.0662,556.7882,546.0562,626.2858,2020.3725,2413.4014,2599.7989
FBgn0050381,57.9217,75.0963,67.443,171.3195,156.7027,148.1649,115.0776,95.197,88.4879
FBgn0033233,1781.7808,1749.1184,1795.1091,2219.6577,2184.2248,2301.2849,1670.797,1596.3808,1652.6047
FBgn0026393,140.6669,154.8862,186.5924,198.0881,219.1916,278.466,121.5915,102.5199,120.8919
FBgn0033232,2201.0233,2157.4546,2268.3344,1700.3456,1708.3484,1660.2878,1883.5821,1782.5903,1749.8167
FBgn0050382,16.549,14.0806,6.7443,36.4054,21.1501,33.6261,6.5138,9.4151,6.2315
FBgn0029093,3433.9274,3405.9309,3471.0687,2883.5206,2982.159,2654.3588,3391.5334,3559.9501,3449.7811
FBgn0033225,467.5106,441.1909,438.3798,355.4879,414.349,410.8687,593.844,469.7084,506.0011
FBgn0033224,5887.3237,5644.7399,6026.0361,9778.058,9502.147,9545.6039,6428.0631,5896.9846,5830.2297
FBgn0033187,1394.2573,1437.7816,1416.304,1166.0431,1064.2328,1099.1525,2074.6544,1804.5589,1951.7186
FBgn0033190,9375.0354,8773.7531,9746.6441,1325.5843,1555.4911,1503.7163,6695.1301,8131.4992,8392.6393
FBgn0033192,55.1635,31.2901,41.5899,108.1454,120.1708,110.3356,56.4532,26.153,37.3892
FBgn0033194,6989.2144,6811.8618,7669.3983,4191.973,4242.5106,4373.4922,10443.8384,9581.4231,10214.7419
FBgn0050491,2650.6058,2579.8714,2646.0155,549.293,602.7768,552.7287,2703.2388,2823.4808,2700.7498
FBgn0050495,125.4969,136.1121,142.7544,36.4054,34.6092,33.6261,128.1053,121.35,129.6161
FBgn0033203,85.5034,86.0479,85.4279,13.9197,1.9227,13.6606,28.2266,17.7841,26.1725
FBgn0033204,613.6938,794.7694,811.5646,322.2947,271.1054,283.7201,430.9983,399.6183,429.9763
FBgn0033205,639.8965,741.5761,631.7165,175.6024,174.0073,170.232,435.3409,508.4149,504.7548
FBgn0033209,1282.5512,1373.6368,1254.4406,1855.6039,1752.5712,1684.4565,1357.0476,1262.6682,1197.7022
FBgn0050493,452.3406,370.7881,473.2254,463.6333,534.5198,421.3768,574.3025,535.614,463.6266
FBgn0050496,2147.2389,1990.0524,2243.6053,558.9297,625.8496,576.8975,1896.6097,2113.1646,2207.2118
FBgn0033214,86.8825,104.8219,86.5519,94.2257,97.098,88.2685,140.0473,121.35,130.8624
FBgn0033215,4.1373,1.5645,14.6127,31.0517,39.416,37.8293,16.2846,14.6457,17.4483
FBgn0033216,28.9608,37.5482,28.1013,14.9905,10.575,12.6098,22.7984,9.4151,7.4778
FBgn0015614,1046.7273,1057.6065,999.2811,663.8629,744.0977,642.048,853.3115,813.8822,863.6916
FBgn0000337,31.719,20.3386,15.7367,122.0651,115.364,158.6731,18.4558,13.5996,7.4778
FBgn0042135,2016.2256,1971.2783,1716.4255,2806.4269,2811.9972,2854.0137,1696.8523,1586.9657,1559.1315
FBgn0003733,103.4315,117.338,131.5139,1245.2783,1180.5581,1396.5332,162.8457,126.5807,144.5717
FBgn0033212,3713.8821,3258.8673,3556.4966,4336.5237,4386.7156,4574.1979,4366.4364,4185.5305,4301.0096
FBgn0033210,315.811,255.0146,273.1443,487.1897,463.3787,479.1717,399.5148,349.4044,350.2126
FBgn0033208,319.9483,333.2399,291.1291,494.6849,451.8423,469.7143,346.3185,379.742,332.7643
FBgn0033207,82.7452,65.7093,52.8304,204.5126,209.5779,220.6712,54.2819,30.3375,39.8819
FBgn0033206,279.9547,255.0146,248.4152,298.7383,320.1351,333.1084,293.1223,282.4527,261.7247
FBgn0033202,0,1.5645,1.1241,66.3863,41.3388,70.4046,1.0856,0,1.2463
FBgn0033199,190.314,214.3374,177.6,252.6962,242.2644,225.9252,217.1276,146.457,137.0939
FBgn0028687,4934.3743,4651.2782,4963.8082,3587.0011,3622.4292,3461.3848,4384.8922,4517.1509,4616.3255
FBgn0033196,158.595,170.5312,160.7393,303.0213,337.4397,317.3461,221.4702,194.5785,218.1039
FBgn0004133,1203.9432,1088.8966,1302.7748,729.1784,688.3385,767.095,1018.3285,1070.1819,1085.5344
FBgn0004132,198.5886,203.3859,206.8253,306.2335,305.7146,273.2119,236.6691,248.9768,243.0301
FBgn0050499,5848.7092,5715.1427,6153.0539,1383.4046,1464.1613,1384.9742,4637.8459,5282.9115,5244.4648
FBgn0033191,2108.6245,1996.3105,2042.4002,2818.2051,2850.4518,2746.8305,2418.8016,2332.85,2374.2171
